d,type,dataset,layer,edges,k1,k2,h,batch_size,lr,weight_decay,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,layers_mp
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,231.1,177.0477,0.6399,0.0268,9970.0,0.4871,0.0314,0.6436,0.0428,0.676,0.0674,0.5603,0.1143,0.6013,0.061,0.68,0.0571,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,3.0
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,23.4,60.3924,0.6996,0.0045,19058.0,0.8296,0.1222,0.4802,0.0332,0.388,0.1498,0.3879,0.271,0.3633,0.2091,0.4589,0.0431,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean,5.0
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,16.6,42.4528,0.6971,0.0052,9842.0,0.4958,0.0437,0.5004,0.0202,0.442,0.1485,0.6848,0.2792,0.5308,0.1888,0.506,0.0427,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean,3.0
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,201.7,169.4639,0.6554,0.0251,19314.0,0.698,0.0334,0.609,0.0636,0.6243,0.072,0.5227,0.1844,0.5483,0.1334,0.6383,0.0748,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,5.0
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,168.3,160.9186,0.6588,0.019,9970.0,0.692,0.1335,0.6066,0.0529,0.623,0.0675,0.5743,0.1487,0.5834,0.048,0.6433,0.0398,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,3.0
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,78.0,129.5176,0.6958,0.0025,19058.0,0.6923,0.0662,0.4918,0.028,0.3817,0.1919,0.315,0.2255,0.3219,0.1995,0.4682,0.03,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean,5.0
cpu,standard_gnn,COX2_MD,edge_gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,166.2,167.3516,0.6944,0.0015,9842.0,0.5077,0.045,0.4914,0.028,0.4004,0.1477,0.3942,0.3348,0.3414,0.2496,0.4757,0.0357,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,461.1,226.7432,0.6589,0.2302,3398.0,0.3669,0.082,0.7836,0.099,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,401.7,195.1646,0.8455,0.266,5894.0,0.3178,0.0277,0.6986,0.1103,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,60.8,60.534,1.7453,0.0216,5126.0,0.3612,0.0513,0.2017,0.0161,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.0,mean,val_best,522.6,263.7249,1.4698,0.141,3014.0,0.2949,0.0196,0.4029,0.0751,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,167.4,128.699,1.6219,0.0387,5894.0,0.4403,0.0405,0.3246,0.0223,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,316.9,182.8165,1.5905,0.0557,3398.0,0.3085,0.0259,0.3508,0.0291,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,147.9,115.437,1.6979,0.0178,3014.0,0.2972,0.0291,0.2646,0.021,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,32,32,0.01,0.0005,False,relu,0.5,mean,val_best,54.7,57.6334,1.7465,0.0155,5126.0,0.4294,0.0349,0.2079,0.0151,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=32-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,469.9,194.4003,0.5053,0.0794,10886.0,0.3577,0.0333,0.8552,0.0374,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,val_best,464.4,223.105,0.8239,0.2166,19974.0,0.5563,0.0322,0.706,0.09,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,197.5,204.3601,1.7475,0.0193,18438.0,0.4234,0.0665,0.2031,0.0167,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.0,mean,val_best,666.7,331.1556,1.3304,0.1853,10118.0,0.3476,0.0658,0.4681,0.1103,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,259.6,231.718,1.5468,0.0866,19974.0,0.4101,0.0108,0.3698,0.0517,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,5.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,val_best,196.2,231.7847,1.5853,0.0418,10886.0,0.3908,0.023,0.3513,0.0268,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,463.3,233.5993,1.6964,0.0203,10118.0,0.4735,0.0838,0.2594,0.0188,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=3-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean,3.0
cpu,standard_gnn,ENZYMES,gcnconv,,,,64,32,0.01,0.0005,False,relu,0.5,mean,val_best,145.6,149.9288,1.741,0.0128,18438.0,0.3486,0.016,0.201,0.0128,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=gcnconv-h=64-layers_mp=5-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean,5.0
