type,dataset,layer,h,layers_mp,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,edges,k1,k2
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,313.0,162.5749,0.6422,0.0372,7476.0,1.1192,0.1184,0.6165,0.0633,0.648,0.1021,0.6029,0.1705,0.5999,0.0511,0.6738,0.0694,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,383.5,391.3907,0.535,0.1443,27380.0,1.1283,0.1489,0.7185,0.1075,0.7677,0.1083,0.6425,0.1252,0.6909,0.1024,0.7928,0.1273,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,415.0,198.9216,0.5424,0.0524,27188.0,1.3087,0.2025,0.7128,0.035,0.7463,0.031,0.6298,0.079,0.6802,0.0486,0.8005,0.0468,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,292.3,246.0756,0.5972,0.036,27380.0,1.3418,0.2031,0.6761,0.0606,0.6956,0.0704,0.6485,0.0822,0.6632,0.0318,0.7395,0.0635,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,366.2,312.0342,0.6587,0.0288,27188.0,1.1031,0.0837,0.6033,0.0489,0.6913,0.1106,0.4051,0.2266,0.4616,0.1759,0.6594,0.0686,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,345.7,334.281,0.4529,0.1586,27380.0,1.3031,0.2017,0.7745,0.1089,0.8124,0.1066,0.7439,0.1613,0.762,0.105,0.8383,0.1133,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,571.4,255.4256,0.5484,0.0738,27188.0,1.2292,0.1899,0.7099,0.055,0.7521,0.0509,0.6116,0.1436,0.6647,0.0969,0.7712,0.1028,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,194.1,223.5851,0.5785,0.045,27380.0,1.0809,0.0869,0.6959,0.0481,0.722,0.0581,0.6367,0.0769,0.6716,0.0435,0.7537,0.0635,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,523.5,224.0769,0.6011,0.0399,27188.0,1.0284,0.0617,0.6642,0.0553,0.7175,0.0788,0.5605,0.0985,0.6183,0.0519,0.7249,0.0606,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,1.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,509.4,329.736,0.4663,0.1103,9910.0,1.0297,0.0472,0.7679,0.0696,0.8144,0.0489,0.6864,0.158,0.7338,0.1034,0.8496,0.0725,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,351.8,249.1035,0.5981,0.0519,9782.0,0.9673,0.0424,0.6708,0.0617,0.7409,0.0242,0.5168,0.1807,0.5845,0.1538,0.751,0.0451,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,236.3,248.9755,0.6481,0.0334,9910.0,1.0819,0.069,0.614,0.0648,0.6377,0.0725,0.5304,0.2375,0.5389,0.1853,0.6628,0.0761,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,352.2,172.1475,0.649,0.0237,9782.0,1.5711,0.2425,0.6144,0.0464,0.6617,0.0901,0.48,0.0876,0.5465,0.0541,0.656,0.0575,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,285.8,304.7776,0.5185,0.1249,9910.0,1.2692,0.2856,0.7477,0.0777,0.7878,0.0836,0.6791,0.136,0.7198,0.0989,0.8072,0.0844,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,277.4,193.1348,0.6156,0.0673,9782.0,1.068,0.1061,0.6428,0.065,0.6854,0.08,0.5236,0.117,0.5849,0.0801,0.7076,0.0776,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,141.6,247.9573,0.6306,0.0423,9910.0,1.1146,0.0675,0.6486,0.0493,0.6565,0.0554,0.6163,0.122,0.6264,0.076,0.7034,0.0595,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,373.0,214.0916,0.654,0.024,9782.0,1.0681,0.0834,0.6029,0.0373,0.681,0.1335,0.4898,0.2106,0.514,0.1737,0.6431,0.0501,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,450.1,283.1725,0.4678,0.1264,36150.0,1.0277,0.0227,0.7708,0.0827,0.801,0.0776,0.7058,0.1243,0.747,0.0977,0.8454,0.0822,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,381.2,208.9602,0.5865,0.0556,35894.0,1.0769,0.0645,0.6778,0.0603,0.7046,0.073,0.589,0.1428,0.6327,0.1056,0.7473,0.0816,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,210.7,239.1284,0.6285,0.052,36150.0,1.0709,0.0539,0.6272,0.0793,0.6255,0.0876,0.7039,0.1461,0.6483,0.0506,0.6844,0.0964,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,286.3,219.4767,0.6438,0.0313,35894.0,1.1081,0.0843,0.628,0.0505,0.6443,0.0707,0.5123,0.1882,0.546,0.1818,0.6653,0.0765,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,284.4,220.4542,0.4811,0.1301,36150.0,1.224,0.1332,0.758,0.0804,0.7967,0.0714,0.6827,0.1534,0.725,0.1186,0.834,0.0864,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,559.9,310.0392,0.585,0.0898,35894.0,1.1034,0.0745,0.6584,0.1041,0.6962,0.1266,0.5455,0.1579,0.6024,0.1353,0.7215,0.1325,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,311.0,292.788,0.5817,0.0591,36150.0,1.1536,0.1174,0.6819,0.0737,0.6875,0.0828,0.6832,0.0958,0.6791,0.0561,0.7484,0.0754,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,436.0,309.2061,0.631,0.0589,35894.0,1.1044,0.0738,0.6107,0.0738,0.5944,0.2185,0.4272,0.2495,0.4688,0.2292,0.6482,0.1111,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,2.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,322.2,257.1567,0.5449,0.0825,12248.0,1.5311,0.3196,0.716,0.0533,0.778,0.0599,0.5976,0.1241,0.6669,0.0826,0.8028,0.0549,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,385.8,177.4361,0.586,0.0395,12088.0,1.0217,0.1075,0.6901,0.0318,0.7289,0.0582,0.6106,0.096,0.6563,0.0376,0.7628,0.0367,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,277.0,195.4656,0.6463,0.0293,12248.0,0.9802,0.0644,0.6239,0.053,0.5981,0.1088,0.5942,0.2117,0.5818,0.1702,0.669,0.0798,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,205.8,142.5369,0.6675,0.0223,12088.0,1.0502,0.0874,0.5918,0.0459,0.5359,0.1861,0.5925,0.2465,0.5503,0.1896,0.6186,0.0759,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,281.6,327.9793,0.5279,0.1003,12248.0,1.1378,0.1138,0.728,0.0764,0.7657,0.0924,0.6819,0.1163,0.7105,0.0675,0.7949,0.0979,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,410.0,246.5315,0.6288,0.0456,12088.0,0.9898,0.0983,0.6202,0.0645,0.6567,0.0945,0.608,0.2081,0.5961,0.0907,0.6889,0.075,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,196.2,248.8392,0.6175,0.0307,12248.0,1.2558,0.1359,0.6667,0.039,0.6972,0.0552,0.5915,0.0866,0.633,0.0392,0.7152,0.0477,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,370.7,172.4251,0.6435,0.0227,12088.0,1.336,0.2086,0.6136,0.034,0.6367,0.043,0.5094,0.1037,0.5586,0.0601,0.6582,0.0423,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,296.4,201.6225,0.5674,0.0541,44920.0,1.0966,0.0595,0.7004,0.0788,0.72,0.0966,0.7102,0.1092,0.7012,0.0386,0.7946,0.0443,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,448.4,274.0519,0.5913,0.0593,44600.0,1.2032,0.1695,0.6642,0.0788,0.707,0.0968,0.5696,0.1372,0.6189,0.0929,0.7362,0.0878,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,245.9,192.0044,0.6172,0.0429,44920.0,1.0467,0.0776,0.658,0.0668,0.6719,0.0782,0.6049,0.1257,0.6302,0.0845,0.7003,0.0907,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,201.4,145.0277,0.6588,0.0265,44600.0,1.1468,0.1646,0.6115,0.052,0.634,0.2141,0.3695,0.1899,0.4454,0.2085,0.6577,0.0378,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,334.2,343.097,0.5017,0.1153,44920.0,1.3512,0.1933,0.7321,0.0895,0.7454,0.0783,0.6843,0.1314,0.7108,0.1036,0.8086,0.114,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,423.5,263.1392,0.6002,0.086,44600.0,1.049,0.0729,0.649,0.1,0.6999,0.0805,0.461,0.2836,0.5054,0.2589,0.7024,0.1283,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,154.5,166.1013,0.5883,0.0428,44920.0,1.5666,0.2332,0.6819,0.0529,0.6911,0.0623,0.6568,0.0701,0.6693,0.0406,0.7477,0.0601,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,True,3.0,3.0
dilated_gnn,COX2_MD,edge_sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,512.1,286.1382,0.6105,0.056,44600.0,1.2988,0.1524,0.6342,0.0895,0.6856,0.1017,0.5267,0.1851,0.5647,0.1632,0.6853,0.1236,tu_base-type=dilated_gnn-dataset=COX2_MD-layer=edge_sageconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,True,3.0,3.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,477.6,208.4098,0.1808,0.1728,3848.0,0.3509,0.0343,0.9823,0.0299,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,538.3,204.8243,0.5358,0.2009,3656.0,0.2219,0.0155,0.8342,0.0646,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,827.4,115.1019,0.6368,0.0647,3848.0,0.2389,0.0127,0.7881,0.0268,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,792.5,179.5719,0.7911,0.0778,3656.0,0.2684,0.0194,0.7269,0.0357,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,191.6,190.2888,0.2219,0.2711,3848.0,0.3361,0.0272,0.945,0.0851,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,472.8,238.9229,0.3004,0.2845,3656.0,0.3348,0.0337,0.9,0.1073,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,468.5,159.0448,0.6827,0.1297,3848.0,0.4368,0.0643,0.7546,0.0577,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,634.6,212.8954,0.7905,0.1017,3656.0,0.3244,0.0414,0.7173,0.04,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,426.3,212.7384,0.068,0.0797,11784.0,0.3109,0.0827,0.9985,0.0037,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,443.3,211.1895,0.355,0.2582,11400.0,0.2346,0.0183,0.9006,0.085,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,696.5,184.7113,0.3594,0.0723,11784.0,0.3491,0.0311,0.8925,0.023,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,559.5,198.4547,0.6162,0.1506,11400.0,0.2916,0.0296,0.7946,0.0466,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,285.9,234.8572,0.1087,0.1624,11784.0,0.3179,0.0215,0.9785,0.0383,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,358.1,161.0947,0.1257,0.1162,11400.0,0.3053,0.0269,0.969,0.0388,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,385.0,189.6286,0.3929,0.1212,11784.0,0.3614,0.03,0.8677,0.0459,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,618.0,211.0526,0.4955,0.104,11400.0,0.3007,0.0176,0.8271,0.0374,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,247.6,173.682,0.3432,0.23,6122.0,0.3517,0.0376,0.9144,0.0747,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
dilated_gnn,ENZYMES,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,430.3,213.3973,0.1942,0.2038,5738.0,0.274,0.0172,0.9581,0.0571,,,,,,,,,tu_base-type=dilated_gnn-dataset=ENZYMES-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
