d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.001,False,relu,0.0,max_of_concat_layers,228,0.0047,0.0041,7875.0,0.7011,0.0331,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.001,False,relu,0.0,mean,866,0.0314,0.0091,7843.0,0.6442,0.0074,0.9979,0.0021,1.0,0.0,0.9948,0.0052,0.9974,0.0026,0.9996,0.0005,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.001,False,relu,0.5,max_of_concat_layers,922,0.2071,0.0,7875.0,0.6054,0.0,0.9311,0.0,0.937,0.0,0.897,0.0,0.9166,0.0,0.9741,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.001,False,relu,0.5,mean,908,0.2516,0.0005,7843.0,0.7344,0.0441,0.9072,0.0005,0.9172,0.0028,0.8555,0.0038,0.8852,0.0008,0.961,0.0016,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.01,False,relu,0.0,max_of_concat_layers,60,0.0038,0.0013,7875.0,0.6572,0.0319,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.01,False,relu,0.0,mean,618,0.0052,0.0018,7843.0,0.4992,0.0129,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,843,0.1603,0.0,7875.0,0.6137,0.0,0.9427,0.0,0.9266,0.0,0.9361,0.0,0.9313,0.0,0.9845,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,32,32,0.01,False,relu,0.5,mean,892,0.2113,0.0,7843.0,0.6054,0.0,0.93,0.0,0.9276,0.0,0.9043,0.0,0.9158,0.0,0.9726,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,130,0.0057,0.0036,19843.0,0.6184,0.0173,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.001,False,relu,0.0,mean,564,0.011,0.0047,19779.0,0.5377,0.0165,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,909,0.0746,0.0075,19843.0,0.6747,0.0123,0.9784,0.0028,0.9735,0.0028,0.9743,0.0038,0.9739,0.0029,0.9975,0.0009,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.001,False,relu,0.5,mean,919,0.1349,0.022,19779.0,0.5124,0.0027,0.956,0.0069,0.962,0.007,0.9315,0.0106,0.9465,0.0088,0.9895,0.0041,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.01,False,relu,0.0,max_of_concat_layers,35,0.0053,0.0024,19843.0,0.6723,0.0398,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.01,False,relu,0.0,mean,286,0.0072,0.0056,19779.0,0.7311,0.0651,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.01,False,relu,0.5,max_of_concat_layers,684,0.0505,0.0074,19843.0,0.4554,0.0078,0.9878,0.0037,0.987,0.0052,0.9832,0.004,0.9851,0.0046,0.9986,0.0005,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,1,64,32,0.01,False,relu,0.5,mean,973,0.084,0.0,19779.0,0.5949,0.0,0.9745,0.0,0.9819,0.0,0.9572,0.0,0.9694,0.0,0.9953,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,248,0.0051,0.0048,9989.0,0.6232,0.0125,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.001,False,relu,0.0,mean,331,0.0029,0.0019,9925.0,0.7947,0.0326,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,959,0.2051,0.0019,9989.0,0.7288,0.0357,0.9194,0.0085,0.921,0.0075,0.8809,0.0142,0.9005,0.011,0.9748,0.0009,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.001,False,relu,0.5,mean,845,0.1762,0.0153,9925.0,0.6236,0.0186,0.9367,0.009,0.9358,0.0122,0.9093,0.009,0.9224,0.0104,0.98,0.003,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,112,0.0019,0.0023,9989.0,0.6999,0.0284,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.01,False,relu,0.0,mean,910,0.0361,0.0,9925.0,0.7637,0.0,0.9968,0.0,0.9975,0.0,0.995,0.0,0.9962,0.0,0.9997,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.01,False,relu,0.5,max_of_concat_layers,894,0.1553,0.0,9989.0,0.7053,0.0,0.9417,0.0,0.9342,0.0,0.9271,0.0,0.9306,0.0,0.9855,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,32,32,0.01,False,relu,0.5,mean,995,0.1698,0.0,9925.0,0.7666,0.0,0.9396,0.0,0.9328,0.0,0.9209,0.0,0.9268,0.0,0.9825,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.001,False,relu,0.0,max_of_concat_layers,114,0.011,0.0061,28165.0,0.708,0.0342,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.001,False,relu,0.0,mean,104,0.0107,0.0023,28037.0,0.7245,0.062,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.001,False,relu,0.5,max_of_concat_layers,718,0.1176,0.0,28165.0,0.8608,0.0,0.9639,0.0,0.961,0.0,0.9512,0.0,0.9561,0.0,0.9917,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.001,False,relu,0.5,mean,960,0.0655,0.0,28037.0,0.8795,0.0,0.9852,0.0,0.9824,0.0,0.9824,0.0,0.9824,0.0,0.9964,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,41,0.0028,0.0023,28165.0,0.8741,0.0734,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.01,False,relu,0.0,mean,223,0.0017,0.0022,28037.0,0.6267,0.0184,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.01,False,relu,0.5,max_of_concat_layers,585,0.0698,0.0,28165.0,0.6233,0.0,0.9777,0.0,0.9772,0.0,0.9698,0.0,0.9735,0.0,0.9972,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,2,64,32,0.01,False,relu,0.5,mean,954,0.083,0.0189,28037.0,0.8094,0.0176,0.9724,0.0052,0.9707,0.0042,0.9625,0.0079,0.9666,0.006,0.9954,0.0025,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.001,False,relu,0.0,max_of_concat_layers,198,0.0038,0.0042,12103.0,1.5107,0.0769,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.001,False,relu,0.0,mean,162,0.0048,0.0027,12007.0,1.0909,0.0412,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.001,False,relu,0.5,max_of_concat_layers,919,0.175,0.0,12103.0,1.0794,0.0,0.9374,0.0,0.927,0.0,0.9246,0.0,0.9258,0.0,0.982,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.001,False,relu,0.5,mean,888,0.1527,0.0,12007.0,1.0599,0.0,0.9533,0.0,0.9547,0.0,0.9299,0.0,0.9421,0.0,0.9837,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.01,False,relu,0.0,max_of_concat_layers,106,0.0021,0.0025,12103.0,1.1177,0.0532,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.01,False,relu,0.0,mean,468,0.0019,0.0019,12007.0,1.144,0.0411,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.01,False,relu,0.5,max_of_concat_layers,612,0.1887,0.0,12103.0,1.0897,0.0,0.9321,0.0,0.926,0.0,0.9121,0.0,0.919,0.0,0.9782,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,32,32,0.01,False,relu,0.5,mean,916,0.2097,0.0,12007.0,0.9072,0.0,0.9268,0.0,0.9273,0.0,0.897,0.0,0.9119,0.0,0.972,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.001,False,relu,0.0,max_of_concat_layers,89,0.0086,0.0105,36487.0,0.9385,0.0484,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.001,False,relu,0.0,mean,190,0.0017,0.0024,36295.0,0.9464,0.0437,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.001,False,relu,0.5,max_of_concat_layers,976,0.048,0.0106,36487.0,1.2224,0.0427,0.9852,0.0053,0.9844,0.0104,0.9793,0.0027,0.9818,0.0065,0.9988,0.0007,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.001,False,relu,0.5,mean,874,0.032,0.0013,36295.0,1.5248,0.0905,0.9905,0.0,0.9896,0.0025,0.9872,0.0025,0.9884,0.0,0.9994,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.01,False,relu,0.0,max_of_concat_layers,48,0.003,0.0019,36487.0,0.8536,0.0446,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.01,False,relu,0.0,mean,204,0.0013,0.0017,36295.0,0.8424,0.0238,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.01,False,relu,0.5,max_of_concat_layers,963,0.0692,0.0,36487.0,0.8756,0.0,0.9799,0.0,0.9722,0.0,0.9796,0.0,0.9759,0.0,0.9968,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,1,3,64,32,0.01,False,relu,0.5,mean,976,0.0844,0.0,36295.0,0.9756,0.0,0.9703,0.0,0.9666,0.0,0.9616,0.0,0.9641,0.0,0.996,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.001,False,relu,0.0,max_of_concat_layers,226,0.001,0.0006,9987.0,0.5124,0.0132,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.001,False,relu,0.0,mean,187,0.014,0.0059,9923.0,0.5616,0.0221,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.001,False,relu,0.5,max_of_concat_layers,873,0.2078,0.0,9987.0,0.7297,0.0,0.9279,0.0,0.9199,0.0,0.9059,0.0,0.9128,0.0,0.9739,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.001,False,relu,0.5,mean,970,0.2112,0.0216,9923.0,0.5943,0.0055,0.9141,0.0064,0.9156,0.0036,0.8706,0.02,0.8924,0.0089,0.9712,0.0056,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.01,False,relu,0.0,max_of_concat_layers,94,0.0025,0.0032,9987.0,0.6275,0.0305,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.01,False,relu,0.0,mean,531,0.0039,0.0049,9923.0,0.6576,0.0468,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,737,0.2223,0.0,9987.0,0.6863,0.0,0.9226,0.0,0.9062,0.0,0.9039,0.0,0.9051,0.0,0.9675,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,32,32,0.01,False,relu,0.5,mean,994,0.2969,0.0358,9923.0,0.6613,0.008,0.8784,0.0162,0.8717,0.018,0.8269,0.0221,0.8487,0.0194,0.9419,0.0153,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,107,0.0026,0.0007,28163.0,0.7004,0.0437,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,64,32,0.001,False,relu,0.0,mean,107,0.016,0.004,28035.0,0.5565,0.0193,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,803,0.0894,0.0057,28163.0,0.5648,0.0021,0.9708,0.0048,0.9739,0.0052,0.9552,0.0064,0.9644,0.0057,0.9955,0.0007,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,DD,sageconv,False,2,1,64,32,0.001,False,relu,0.5,mean,981,0.0808,0.006,28035.0,0.6206,0.0332,0.9734,0.001,0.966,0.0039,0.9708,0.001,0.9684,0.0014,0.9962,0.001,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
