d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,1,64,32,0.01,False,relu,0.5,mean,val_best,401.5,278.2539,0.511,0.0226,29827.0,1.4242,0.0968,0.7554,0.0169,0.7569,0.0161,0.7518,0.0191,0.7543,0.0172,0.8288,0.0181,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,368.2,273.3089,0.0935,0.0922,11077.0,1.6158,0.0893,0.9665,0.0361,0.9662,0.0366,0.9667,0.0354,0.9665,0.036,0.9903,0.0127,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.0,mean,val_best,342.1,279.0088,0.1583,0.105,10949.0,1.1555,0.0245,0.9385,0.0451,0.9384,0.0442,0.9386,0.0464,0.9385,0.0452,0.9783,0.0207,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,708.3,223.8464,0.4679,0.0156,11077.0,1.2242,0.0176,0.7803,0.0104,0.7818,0.0104,0.7769,0.0153,0.7793,0.0113,0.8591,0.0108,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.5,mean,val_best,700.2,182.2645,0.4969,0.0141,10949.0,1.1225,0.0155,0.7636,0.0103,0.7654,0.0118,0.7597,0.0112,0.7625,0.0099,0.8394,0.0106,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,179.3,165.2235,0.205,0.1048,11077.0,1.6124,0.1217,0.9173,0.0466,0.9162,0.0474,0.9185,0.0456,0.9174,0.0464,0.9684,0.0236,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.0,mean,val_best,393.3,242.4797,0.2709,0.0673,10949.0,1.1585,0.0269,0.8863,0.0315,0.8848,0.0325,0.8882,0.0303,0.8865,0.0312,0.9525,0.0225,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,327.9,338.9854,0.5455,0.0453,11077.0,1.1781,0.0224,0.7173,0.0379,0.7248,0.0381,0.6994,0.0412,0.7118,0.0394,0.7906,0.0477,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.5,mean,val_best,675.5,202.1773,0.5331,0.0211,10949.0,1.1518,0.0285,0.7374,0.0154,0.7398,0.0173,0.7319,0.0132,0.7358,0.0142,0.8087,0.0189,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,291.2,238.0928,0.0743,0.0732,38533.0,1.1345,0.0234,0.9744,0.0259,0.9726,0.0281,0.9764,0.0235,0.9745,0.0258,0.9943,0.007,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.0,mean,val_best,531.0,281.3535,0.0628,0.0946,38277.0,1.1411,0.0181,0.9761,0.039,0.9761,0.038,0.9759,0.0404,0.976,0.0392,0.9922,0.018,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,732.6,186.891,0.3686,0.0244,38533.0,1.6714,0.0419,0.835,0.0149,0.8348,0.0157,0.8351,0.0157,0.8349,0.0148,0.9153,0.0115,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.5,mean,val_best,749.5,150.1581,0.3996,0.0116,38277.0,1.1705,0.0187,0.8218,0.0091,0.8265,0.0095,0.814,0.0107,0.8202,0.0092,0.9004,0.0066,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,209.0,173.7141,0.1548,0.1109,38533.0,1.1895,0.0273,0.9394,0.047,0.9387,0.0474,0.9401,0.0468,0.9394,0.0471,0.9786,0.0198,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.01,False,relu,0.0,mean,val_best,264.0,110.9423,0.211,0.0582,38277.0,1.3797,0.044,0.9134,0.0259,0.9106,0.0282,0.9168,0.0237,0.9137,0.0257,0.971,0.0142,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,395.9,235.9871,0.4884,0.0223,38533.0,1.5766,0.0356,0.7633,0.0155,0.7652,0.0146,0.7587,0.0182,0.762,0.0163,0.8439,0.0167,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,2,64,32,0.01,False,relu,0.5,mean,val_best,719.4,213.4021,0.484,0.0194,38277.0,1.1928,0.0251,0.7706,0.0124,0.7714,0.0133,0.7686,0.0117,0.77,0.0116,0.8484,0.0137,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,237.0,150.3423,0.0804,0.1017,13287.0,1.5409,0.0231,0.9702,0.0456,0.97,0.0453,0.9703,0.0462,0.9702,0.0458,0.9902,0.0231,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.001,False,relu,0.0,mean,val_best,404.8,259.1238,0.0859,0.0907,13127.0,1.7417,0.1409,0.968,0.0361,0.9674,0.0369,0.9688,0.035,0.9681,0.0359,0.9907,0.0167,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,579.1,214.2599,0.4729,0.016,13287.0,1.8303,0.0922,0.7746,0.0124,0.7794,0.0133,0.7652,0.013,0.7722,0.0125,0.8554,0.011,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.001,False,relu,0.5,mean,val_best,779.0,166.8047,0.4882,0.0099,13127.0,1.3314,0.0209,0.7676,0.0104,0.7724,0.0091,0.7581,0.0162,0.7651,0.012,0.8457,0.0075,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,281.0,102.2624,0.1528,0.0816,13287.0,1.3887,0.0726,0.9395,0.0362,0.9401,0.0354,0.9386,0.0372,0.9394,0.0363,0.9825,0.0152,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.01,False,relu,0.0,mean,val_best,619.1,218.0085,0.1628,0.0888,13127.0,1.2333,0.0196,0.9334,0.0409,0.934,0.0417,0.9326,0.0402,0.9333,0.0409,0.9793,0.0208,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,157.6,255.4835,0.5681,0.0457,13287.0,1.3078,0.0246,0.6952,0.0418,0.7033,0.0417,0.6731,0.048,0.6879,0.0448,0.7658,0.052,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,32,32,0.01,False,relu,0.5,mean,val_best,709.3,162.8466,0.5405,0.017,13127.0,1.8112,0.0786,0.7315,0.0107,0.733,0.0118,0.7274,0.0144,0.7301,0.0117,0.8031,0.0152,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,454.3,347.4994,0.0613,0.0653,47047.0,1.3056,0.0313,0.9786,0.0239,0.9776,0.0255,0.9798,0.0221,0.9787,0.0238,0.9957,0.0067,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.001,False,relu,0.0,mean,val_best,332.1,238.2908,0.1025,0.1048,46727.0,1.3684,0.0733,0.9607,0.0427,0.9597,0.0438,0.962,0.0412,0.9609,0.0424,0.9873,0.0182,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,731.5,227.1776,0.3669,0.0208,47047.0,1.3882,0.0172,0.837,0.0107,0.8391,0.0129,0.8338,0.0088,0.8364,0.0099,0.9161,0.0105,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.001,False,relu,0.5,mean,val_best,769.6,154.4113,0.3896,0.0129,46727.0,1.6964,0.0959,0.8264,0.0077,0.8323,0.0086,0.817,0.0093,0.8246,0.0076,0.9053,0.0066,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,295.7,240.6882,0.1235,0.0789,47047.0,1.3327,0.0211,0.9538,0.0322,0.9551,0.031,0.952,0.0341,0.9535,0.0324,0.9879,0.0109,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.01,False,relu,0.0,mean,val_best,313.4,188.3243,0.1754,0.1307,46727.0,1.2614,0.0178,0.9275,0.0594,0.9282,0.0584,0.9267,0.0605,0.9274,0.0595,0.9709,0.033,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,220.6,276.6576,0.5236,0.0317,47047.0,1.3054,0.0456,0.7361,0.0239,0.7433,0.024,0.7204,0.0265,0.7316,0.0249,0.8144,0.027,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,NCI1,sageconv,False,3,3,64,32,0.01,False,relu,0.5,mean,val_best,689.0,310.4226,0.4912,0.0213,46727.0,1.3064,0.0285,0.7677,0.0145,0.7701,0.0148,0.7626,0.0188,0.7663,0.0153,0.8427,0.0159,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,330.7,256.8751,0.3262,0.1411,2531.0,0.5951,0.0298,0.8662,0.0879,0.8483,0.0956,0.802,0.1445,0.8233,0.1216,0.9222,0.0693,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.001,False,relu,0.0,mean,val_best,309.3,149.1436,0.5198,0.0281,2499.0,0.4631,0.0151,0.7526,0.0171,0.7343,0.0136,0.6033,0.0567,0.6611,0.0374,0.8036,0.027,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,321.0,319.9919,0.5043,0.0512,2531.0,0.495,0.0229,0.7506,0.0406,0.7528,0.0237,0.5699,0.162,0.6322,0.1248,0.8212,0.0394,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.001,False,relu,0.5,mean,val_best,337.4,265.4303,0.5527,0.0299,2499.0,0.6748,0.0173,0.7254,0.0222,0.7279,0.0116,0.506,0.0954,0.5916,0.073,0.7698,0.035,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,202.2,241.7829,0.2936,0.1709,2531.0,0.5468,0.027,0.8716,0.0841,0.8576,0.0958,0.8136,0.1242,0.8345,0.1104,0.925,0.0604,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.01,False,relu,0.0,mean,val_best,292.7,204.5703,0.534,0.0387,2499.0,0.4188,0.017,0.7364,0.0241,0.7457,0.023,0.5274,0.106,0.6102,0.0769,0.7826,0.041,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,252.6,276.1565,0.4753,0.0168,2531.0,0.515,0.0413,0.7722,0.0131,0.7497,0.0177,0.6507,0.0454,0.696,0.0295,0.8422,0.0132,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,32,32,0.01,False,relu,0.5,mean,val_best,315.5,296.7451,0.5725,0.0193,2499.0,0.6459,0.0161,0.7085,0.0153,0.7046,0.0273,0.4778,0.0371,0.5683,0.028,0.7412,0.0217,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,158.4,129.7345,0.3886,0.1249,9155.0,0.6466,0.0461,0.8238,0.073,0.8027,0.0808,0.7397,0.1197,0.7687,0.1007,0.8918,0.0621,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.001,False,relu,0.0,mean,val_best,328.6,196.6811,0.513,0.0458,9091.0,0.6577,0.0222,0.7528,0.0316,0.7373,0.0351,0.5966,0.0739,0.658,0.0607,0.806,0.0509,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,385.7,344.161,0.4669,0.049,9155.0,0.6912,0.0388,0.7734,0.0365,0.7567,0.0243,0.6421,0.1066,0.6905,0.0717,0.8499,0.0334,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.001,False,relu,0.5,mean,val_best,353.7,166.3004,0.5367,0.0259,9091.0,0.4702,0.0246,0.7387,0.0188,0.7277,0.0228,0.5578,0.0606,0.6303,0.047,0.7887,0.0298,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,98.2,46.3763,0.3606,0.0907,9155.0,0.5397,0.0189,0.8425,0.0509,0.8263,0.056,0.7658,0.0885,0.7943,0.0731,0.9099,0.0438,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.01,False,relu,0.0,mean,val_best,427.6,304.6458,0.5259,0.0385,9091.0,0.4704,0.0132,0.7404,0.0241,0.7264,0.0235,0.5694,0.0786,0.6356,0.0533,0.7922,0.0396,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,141.5,209.1011,0.4766,0.0338,9155.0,0.4421,0.0104,0.765,0.0191,0.7428,0.015,0.6363,0.0425,0.685,0.0301,0.8401,0.0226,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,1,64,32,0.01,False,relu,0.5,mean,val_best,193.5,192.6361,0.5785,0.0153,9091.0,0.4269,0.0123,0.7079,0.0141,0.7053,0.0199,0.4724,0.0563,0.5636,0.042,0.733,0.0171,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,150.8,103.2868,0.3789,0.1128,4741.0,0.5613,0.0965,0.8365,0.0598,0.83,0.0631,0.7437,0.0994,0.7837,0.0826,0.8968,0.0492,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,2,32,32,0.001,False,relu,0.0,mean,val_best,350.9,267.6649,0.4132,0.1028,4677.0,0.5183,0.0082,0.8104,0.0579,0.8127,0.0659,0.686,0.0947,0.7431,0.0822,0.8717,0.0545,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,518.6,316.5063,0.467,0.0577,4741.0,0.5191,0.0147,0.7791,0.0396,0.7795,0.0348,0.6409,0.1411,0.6891,0.1099,0.8491,0.0384,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,2,32,32,0.001,False,relu,0.5,mean,val_best,378.9,347.4678,0.5005,0.0557,4677.0,0.5117,0.0148,0.7636,0.0328,0.7758,0.0342,0.5875,0.1141,0.6596,0.085,0.8232,0.0399,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,190.4,213.2356,0.3605,0.1225,4741.0,0.7152,0.0271,0.8416,0.0625,0.8273,0.0687,0.765,0.0971,0.7943,0.0828,0.9021,0.0485,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,True,PROTEINS,sageconv,False,1,2,32,32,0.01,False,relu,0.0,mean,val_best,269.1,82.0615,0.4514,0.0269,4677.0,0.5512,0.0179,0.7906,0.0144,0.7869,0.0223,0.6583,0.0247,0.7167,0.0208,0.8573,0.0186,tu_base-d=cuda-type=dilapos_gnn-pos=True-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
