d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,32,32,0.01,False,relu,0.5,mean,val_best,440.7,159.9081,0.5338,0.0144,8677.0,1.4364,0.038,0.7323,0.0137,0.7334,0.0154,0.7288,0.0157,0.7311,0.0151,0.8081,0.0133,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,189.1,187.7682,0.0688,0.0587,29829.0,1.3804,0.0366,0.9792,0.021,0.979,0.0205,0.9794,0.0216,0.9792,0.021,0.9963,0.0052,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.001,False,relu,0.0,mean,val_best,298.9,286.3845,0.1115,0.0994,29637.0,1.2731,0.0293,0.9576,0.0396,0.9564,0.0407,0.9588,0.0384,0.9576,0.0396,0.9868,0.0166,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,750.0,155.6368,0.3575,0.0161,29829.0,1.3832,0.0284,0.8426,0.0107,0.8438,0.0093,0.8405,0.0139,0.8421,0.0112,0.9207,0.0076,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.001,False,relu,0.5,mean,val_best,638.2,158.8111,0.4065,0.0123,29637.0,1.3278,0.074,0.8158,0.0101,0.8135,0.0113,0.8191,0.0138,0.8162,0.011,0.8966,0.0067,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,301.7,229.2191,0.0535,0.0585,29829.0,1.2601,0.0624,0.9816,0.0238,0.9809,0.0242,0.9822,0.0235,0.9815,0.0238,0.9965,0.0059,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.01,False,relu,0.0,mean,val_best,247.4,138.3258,0.1089,0.0899,29637.0,1.0755,0.0249,0.9578,0.0395,0.9553,0.0401,0.9605,0.0389,0.9579,0.0395,0.9878,0.0173,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,349.5,180.185,0.4447,0.0245,29829.0,1.031,0.0771,0.7912,0.0164,0.7919,0.0166,0.7894,0.0178,0.7906,0.0166,0.8735,0.0155,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,2,64,32,0.01,False,relu,0.5,mean,val_best,581.7,306.7592,0.4585,0.0193,29637.0,1.0334,0.036,0.7859,0.0139,0.7836,0.0142,0.7892,0.0154,0.7864,0.0144,0.8657,0.0126,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,161.4,232.4505,0.151,0.1023,10887.0,1.1255,0.085,0.9423,0.0429,0.9426,0.042,0.9416,0.0447,0.9421,0.0433,0.9807,0.0192,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.001,False,relu,0.0,mean,val_best,235.7,212.3836,0.1158,0.0959,10759.0,1.2044,0.0234,0.957,0.0382,0.9568,0.0381,0.9572,0.0384,0.957,0.0382,0.9864,0.017,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,560.5,263.2642,0.4767,0.0188,10887.0,1.0552,0.0179,0.7717,0.0124,0.7768,0.0121,0.7616,0.0155,0.7691,0.0136,0.8523,0.0134,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.001,False,relu,0.5,mean,val_best,414.4,258.7876,0.5118,0.0296,10759.0,1.1311,0.0328,0.7493,0.0215,0.7514,0.0233,0.7447,0.0201,0.748,0.0212,0.8256,0.025,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,127.7,159.503,0.2138,0.1277,10887.0,1.0789,0.0294,0.9091,0.0594,0.9107,0.0584,0.907,0.0616,0.9088,0.0599,0.9618,0.0347,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.01,False,relu,0.0,mean,val_best,174.3,138.7963,0.266,0.0993,10759.0,1.0716,0.0349,0.8873,0.0461,0.8871,0.0468,0.8874,0.0461,0.8872,0.0463,0.9504,0.0267,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,239.3,297.1633,0.5348,0.0354,10887.0,1.0762,0.0259,0.7238,0.0281,0.729,0.0255,0.711,0.0348,0.7198,0.0301,0.8037,0.0308,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,32,32,0.01,False,relu,0.5,mean,val_best,590.3,290.5498,0.5307,0.0242,10759.0,1.0533,0.0202,0.7349,0.0186,0.7377,0.0194,0.7282,0.0199,0.7329,0.0187,0.8098,0.0231,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,253.0,227.4498,0.0519,0.0814,38151.0,1.0465,0.0163,0.9806,0.0324,0.9786,0.0356,0.9826,0.0291,0.9806,0.0324,0.9947,0.0115,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.001,False,relu,0.0,mean,val_best,313.2,230.9376,0.062,0.109,37895.0,1.0286,0.0236,0.9757,0.0462,0.9761,0.044,0.9748,0.0495,0.9754,0.0468,0.9906,0.0235,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,808.5,112.9639,0.3385,0.0117,38151.0,1.1156,0.0249,0.853,0.0074,0.854,0.0084,0.8511,0.0084,0.8526,0.0079,0.9293,0.0052,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.001,False,relu,0.5,mean,val_best,570.0,306.3886,0.3717,0.0365,37895.0,1.1046,0.0501,0.8359,0.02,0.8401,0.0215,0.8295,0.0181,0.8348,0.0197,0.9133,0.0188,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,316.6,259.2212,0.0774,0.1048,38151.0,1.0956,0.0227,0.9686,0.0442,0.9688,0.0437,0.968,0.0452,0.9684,0.0444,0.9898,0.016,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.01,False,relu,0.0,mean,val_best,343.2,296.0753,0.0886,0.0953,37895.0,1.067,0.0228,0.9651,0.0401,0.9653,0.0395,0.9648,0.0407,0.965,0.0401,0.9897,0.0163,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,323.4,284.0451,0.4691,0.0474,38151.0,1.12,0.0347,0.7745,0.0362,0.7795,0.0324,0.7643,0.0442,0.7717,0.0383,0.8544,0.0355,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,2,3,64,32,0.01,False,relu,0.5,mean,val_best,606.1,308.6673,0.4365,0.0224,37895.0,1.0474,0.025,0.7989,0.0157,0.7991,0.0164,0.7979,0.0174,0.7985,0.0163,0.8789,0.0142,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,241.6,213.9393,0.1577,0.1183,8771.0,0.9487,0.0122,0.9413,0.0505,0.9419,0.0511,0.9407,0.0496,0.9413,0.0503,0.9786,0.0239,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.001,False,relu,0.0,mean,val_best,336.3,248.104,0.2181,0.1011,8675.0,0.9197,0.0155,0.912,0.046,0.9047,0.0482,0.9214,0.0422,0.9129,0.0452,0.9653,0.0276,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,702.7,99.3348,0.4907,0.009,8771.0,0.9436,0.0212,0.7613,0.0071,0.7633,0.0081,0.7566,0.0103,0.7599,0.0083,0.8422,0.0069,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.001,False,relu,0.5,mean,val_best,852.0,155.4651,0.5324,0.009,8675.0,0.9789,0.0226,0.7348,0.0097,0.7305,0.0117,0.7433,0.0075,0.7368,0.0093,0.8095,0.0084,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,218.0,222.2944,0.1283,0.0756,8771.0,0.8897,0.0191,0.9529,0.0317,0.9528,0.0313,0.953,0.0323,0.9529,0.0317,0.9877,0.0126,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.01,False,relu,0.0,mean,val_best,364.2,227.298,0.214,0.0865,8675.0,0.8529,0.024,0.9119,0.0412,0.9086,0.044,0.916,0.0376,0.9123,0.0407,0.9676,0.0266,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,110.4,136.9279,0.5895,0.0598,8771.0,0.9819,0.0388,0.6751,0.0616,0.681,0.0649,0.66,0.0562,0.6702,0.0603,0.7348,0.0822,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,32,32,0.01,False,relu,0.5,mean,val_best,550.7,248.6411,0.5385,0.0118,8675.0,0.9386,0.0403,0.7308,0.012,0.7262,0.0126,0.7403,0.0142,0.7331,0.0125,0.8044,0.0113,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,339.5,275.0063,0.093,0.09,29827.0,0.94,0.0291,0.9684,0.0333,0.9673,0.0344,0.9697,0.032,0.9685,0.0332,0.9913,0.0119,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.001,False,relu,0.0,mean,val_best,399.1,289.6682,0.1204,0.07,29635.0,0.8804,0.0299,0.9555,0.0274,0.9521,0.03,0.9595,0.0246,0.9558,0.0272,0.9888,0.0082,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,741.5,279.4102,0.3994,0.0316,29827.0,1.2966,0.1144,0.8198,0.0206,0.8193,0.0206,0.82,0.0214,0.8196,0.0208,0.8992,0.0193,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.001,False,relu,0.5,mean,val_best,842.5,98.4756,0.436,0.0118,29635.0,1.0524,0.1104,0.7987,0.0093,0.7953,0.0123,0.8042,0.0064,0.7997,0.0083,0.8797,0.0067,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,307.1,144.5984,0.0267,0.0232,29827.0,0.9923,0.0306,0.9918,0.0088,0.9922,0.0093,0.9915,0.0085,0.9918,0.0088,0.9993,0.0014,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.01,False,relu,0.0,mean,val_best,293.1,202.4537,0.1362,0.1006,29635.0,0.9928,0.0254,0.9467,0.0441,0.9442,0.0453,0.9496,0.0423,0.9468,0.0438,0.9829,0.0198,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,228.8,206.9593,0.4889,0.0413,29827.0,0.9585,0.0564,0.76,0.0292,0.7643,0.0284,0.7509,0.0332,0.7575,0.0306,0.8404,0.0336,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,1,64,32,0.01,False,relu,0.5,mean,val_best,627.7,241.5368,0.4724,0.0143,29635.0,1.1772,0.0917,0.7759,0.0115,0.7729,0.0117,0.7808,0.0123,0.7768,0.0115,0.8563,0.0099,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,311.9,261.5425,0.1015,0.0951,10885.0,1.16,0.0878,0.9619,0.0396,0.9626,0.0391,0.961,0.0407,0.9618,0.0398,0.9891,0.0152,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.0,mean,val_best,371.2,275.8651,0.114,0.0918,10757.0,0.9992,0.0415,0.9578,0.0357,0.9581,0.0352,0.9575,0.0362,0.9578,0.0357,0.9878,0.0128,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,587.0,209.6239,0.4754,0.0117,10885.0,1.0277,0.0362,0.7723,0.0091,0.7747,0.0103,0.7672,0.011,0.771,0.0101,0.8538,0.0082,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.001,False,relu,0.5,mean,val_best,698.9,294.177,0.4942,0.0163,10757.0,1.041,0.0419,0.7637,0.0111,0.7656,0.0125,0.7594,0.0112,0.7625,0.0112,0.8408,0.0131,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,228.3,240.5407,0.175,0.1314,10885.0,1.0572,0.0564,0.9285,0.0595,0.9288,0.0599,0.9281,0.0592,0.9285,0.0595,0.9711,0.032,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.0,mean,val_best,357.3,233.6202,0.1801,0.1082,10757.0,1.0383,0.0423,0.9261,0.0491,0.9256,0.0495,0.9265,0.0489,0.926,0.049,0.973,0.0284,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,313.4,306.8577,0.5469,0.0411,10885.0,1.0182,0.0267,0.718,0.035,0.7267,0.0336,0.6974,0.0405,0.7116,0.0367,0.7905,0.0451,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,32,32,0.01,False,relu,0.5,mean,val_best,734.8,248.1906,0.5164,0.0226,10757.0,1.0711,0.0456,0.7466,0.0223,0.7482,0.0209,0.7424,0.0262,0.7453,0.0232,0.8224,0.0216,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,258.6,227.2621,0.0369,0.0441,38149.0,1.0918,0.0426,0.9878,0.0176,0.9882,0.0193,0.9874,0.0163,0.9878,0.0177,0.9983,0.0039,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.0,mean,val_best,240.7,248.9394,0.055,0.0544,37893.0,1.0667,0.0313,0.9813,0.0198,0.9811,0.0204,0.9815,0.0192,0.9813,0.0198,0.9966,0.0054,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,824.0,162.1394,0.348,0.0154,38149.0,1.1211,0.0447,0.846,0.0092,0.851,0.0102,0.8386,0.0103,0.8448,0.0091,0.925,0.0071,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,64,32,0.001,False,relu,0.5,mean,val_best,672.3,221.8297,0.3832,0.0193,37893.0,1.0934,0.042,0.8304,0.0129,0.8334,0.0138,0.8253,0.0139,0.8293,0.0135,0.9084,0.0098,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,64,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,200.8,244.5203,0.0994,0.088,38149.0,1.5161,0.0928,0.9617,0.038,0.9607,0.0392,0.9626,0.037,0.9616,0.038,0.9896,0.0152,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cuda,dilapos_gnn,False,NCI1,sageconv,False,3,2,64,32,0.01,False,relu,0.0,mean,val_best,175.9,192.3967,0.1834,0.1155,37893.0,1.5282,0.0622,0.9242,0.0501,0.9234,0.051,0.9251,0.0489,0.9242,0.0499,0.9713,0.026,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean
