d,type,dataset,layer,edges,k1,k2,h,batch_size,lr,scheduler,ss,sg,batchnorm,act,dropout,gpool,nh,nhf,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,layers_mp
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,182.3,126.5757,0.4869,0.0398,32773.0,0.6206,0.0134,0.7659,0.0289,0.7773,0.0328,0.7452,0.0251,0.7608,0.0284,0.8434,0.032,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,143.1,75.9809,0.2137,0.0774,10535.0,2.1409,0.1127,0.9109,0.0348,0.9167,0.0311,0.9035,0.0398,0.9101,0.0354,0.9685,0.0209,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,171.0,183.2321,0.2269,0.0724,10375.0,2.0785,0.0445,0.9083,0.031,0.9108,0.028,0.9048,0.0367,0.9077,0.0318,0.9656,0.0216,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,175.7,81.1197,0.5594,0.0167,10535.0,2.2254,0.0247,0.7119,0.0165,0.7369,0.0191,0.6585,0.0144,0.6955,0.0161,0.7863,0.0162,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,35.0,55.1362,0.6059,0.0236,10375.0,2.3754,0.1281,0.6699,0.0224,0.6717,0.025,0.6649,0.0153,0.6682,0.0189,0.7308,0.0293,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,103.9,34.5209,0.1503,0.0657,10535.0,0.6755,0.016,0.9405,0.0291,0.9456,0.0263,0.9344,0.0336,0.9399,0.0298,0.9838,0.0144,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,134.1,41.616,0.1359,0.0606,10375.0,0.8811,0.0529,0.9503,0.0265,0.952,0.0226,0.948,0.0316,0.95,0.0271,0.9871,0.0116,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,128.0,64.495,0.5276,0.0178,10535.0,0.6844,0.0595,0.7396,0.0117,0.7636,0.0153,0.6935,0.011,0.7269,0.0118,0.8153,0.0156,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,87.1,122.9011,0.5737,0.0196,10375.0,0.6495,0.019,0.7039,0.0166,0.7075,0.0186,0.6944,0.0156,0.7009,0.016,0.7696,0.0205,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,218.6,125.0657,0.0938,0.0883,37447.0,1.8689,0.1419,0.9642,0.0373,0.9681,0.0341,0.9595,0.0422,0.9637,0.0382,0.9897,0.0176,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,124.8,125.9069,0.1839,0.0945,37127.0,2.1414,0.0384,0.9267,0.0422,0.9286,0.0398,0.9243,0.0453,0.9264,0.0425,0.9742,0.0232,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,134.8,75.3151,0.5557,0.0266,37447.0,1.6759,0.0394,0.7192,0.0183,0.7414,0.02,0.6726,0.0187,0.7053,0.0189,0.7924,0.0219,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,156.2,145.6652,0.5235,0.0346,37127.0,1.4665,0.028,0.7394,0.0293,0.7478,0.0321,0.7219,0.0281,0.7346,0.0293,0.8151,0.0306,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,165.6,103.9107,0.0618,0.0553,37447.0,0.6478,0.0233,0.9768,0.023,0.9773,0.0222,0.9762,0.0238,0.9768,0.0229,0.9959,0.0056,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,130.3,43.2945,0.0628,0.0503,37127.0,0.6228,0.0135,0.979,0.0194,0.9799,0.0178,0.978,0.0217,0.9789,0.0197,0.9965,0.0058,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,146.8,32.2484,0.4566,0.0224,37447.0,0.8621,0.0293,0.7905,0.0137,0.8112,0.0158,0.7568,0.0155,0.783,0.0141,0.8677,0.0143,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,NCI1,gatconv_paper,False,3.0,3.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,299.4,210.8626,0.4762,0.0179,37127.0,0.8688,0.0501,0.774,0.0126,0.789,0.0153,0.7473,0.0138,0.7676,0.0135,0.8529,0.0128,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=gatconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,48.6,67.8339,0.5282,0.066,4739.0,0.4906,0.0193,0.7603,0.0395,0.6995,0.0388,0.7086,0.0653,0.7036,0.0509,0.8144,0.0424,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,116.4,194.4347,0.4618,0.048,4707.0,0.4272,0.0104,0.7891,0.0299,0.7683,0.0362,0.6816,0.0462,0.7221,0.0404,0.8519,0.0335,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,109.3,174.777,0.5185,0.0258,4739.0,0.5104,0.0284,0.7564,0.0168,0.6909,0.0135,0.7144,0.0346,0.7023,0.0233,0.8176,0.0194,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,82.9,103.3948,0.5273,0.0277,4707.0,0.4895,0.0221,0.747,0.0155,0.7183,0.0281,0.6133,0.0285,0.6611,0.0207,0.798,0.0261,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,73.1,41.8747,0.4799,0.0454,4739.0,0.392,0.0825,0.7807,0.0242,0.7208,0.0268,0.7452,0.0427,0.7322,0.0292,0.8468,0.0274,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,35.7,15.5245,0.5008,0.0322,4707.0,0.4679,0.0374,0.7674,0.0242,0.733,0.0328,0.6653,0.0448,0.6969,0.0352,0.8232,0.0282,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,62.2,66.6435,0.5152,0.0227,4739.0,0.3076,0.0098,0.7615,0.0212,0.7045,0.0278,0.7049,0.0457,0.7038,0.028,0.8213,0.0188,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,95.8,54.8029,0.5171,0.0207,4707.0,0.3618,0.0238,0.7544,0.0135,0.7232,0.0245,0.6328,0.0303,0.6745,0.022,0.8093,0.0206,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,80.6,90.0702,0.4929,0.0791,17667.0,0.4824,0.0306,0.7752,0.0386,0.7188,0.034,0.7263,0.0709,0.7216,0.0501,0.8388,0.0475,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,105.0,92.0967,0.4358,0.0693,17603.0,0.5171,0.0241,0.8062,0.0392,0.7861,0.0543,0.7144,0.0483,0.7481,0.0484,0.8667,0.0471,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,121.3,87.2984,0.4931,0.0395,17667.0,0.4843,0.0139,0.7695,0.0181,0.7062,0.0168,0.732,0.0356,0.7186,0.0237,0.8376,0.0259,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,98.3,76.3021,0.4962,0.0285,17603.0,0.6038,0.0255,0.7669,0.0167,0.7404,0.0219,0.6501,0.0287,0.6919,0.0196,0.8264,0.0219,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,51.2,57.8512,0.5035,0.0546,17667.0,0.3816,0.026,0.765,0.0396,0.7231,0.035,0.6712,0.1455,0.6875,0.0941,0.83,0.0364,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,58.3,43.4857,0.4561,0.0477,17603.0,0.3222,0.0166,0.7914,0.0297,0.7672,0.0402,0.6923,0.0415,0.7276,0.0387,0.856,0.0329,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,67.5,51.2665,0.5129,0.0338,17667.0,0.3925,0.0277,0.7597,0.0227,0.7039,0.0205,0.6984,0.087,0.6978,0.0488,0.8214,0.0243,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,81.1,65.9173,0.5109,0.0202,17603.0,0.4006,0.0204,0.7592,0.018,0.7269,0.0261,0.6426,0.0398,0.6818,0.031,0.8136,0.0182,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,62.8,56.0799,0.4574,0.1365,5925.0,0.5536,0.024,0.7991,0.0679,0.7344,0.0768,0.7806,0.0962,0.7566,0.0854,0.858,0.0726,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,20.3,11.5676,0.4597,0.0318,5861.0,0.7935,0.0935,0.7944,0.0194,0.7455,0.0346,0.7435,0.018,0.7444,0.0248,0.8555,0.0233,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,136.9,142.4552,0.4978,0.05,5925.0,0.6329,0.0143,0.767,0.0261,0.7053,0.0253,0.7247,0.0429,0.7145,0.0316,0.8352,0.0322,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,119.0,184.5866,0.4646,0.0302,5861.0,0.4424,0.0123,0.7861,0.0174,0.7477,0.0252,0.7063,0.0397,0.726,0.0297,0.8524,0.0231,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,47.3,34.3047,0.4329,0.101,5925.0,0.4148,0.0173,0.8002,0.0543,0.7422,0.061,0.7737,0.1071,0.7545,0.0774,0.8695,0.054,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,36.3,18.2759,0.3886,0.0633,5861.0,0.3715,0.0109,0.8327,0.0366,0.7946,0.0525,0.7904,0.0349,0.7923,0.0432,0.8974,0.0337,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,72.8,67.9541,0.5026,0.056,5925.0,0.4238,0.0212,0.7591,0.042,0.7122,0.0321,0.6821,0.1445,0.6868,0.0889,0.8312,0.0356,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,68.2,34.7241,0.4575,0.0182,5861.0,0.4122,0.0156,0.7898,0.0122,0.7509,0.0168,0.7148,0.0241,0.7323,0.0186,0.8588,0.0125,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,106.3,161.2849,0.4276,0.1645,22085.0,0.5297,0.0117,0.8085,0.0771,0.7485,0.0892,0.7872,0.1068,0.7669,0.0967,0.8694,0.0784,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,65.4,99.4638,0.3764,0.1401,21957.0,0.772,0.0781,0.8294,0.0739,0.7915,0.0903,0.7799,0.0991,0.7854,0.0938,0.8904,0.0638,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,
cuda,dilated_gnn,PROTEINS,gatconv_paper,False,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,119.1,194.8073,0.5111,0.0486,22085.0,0.5818,0.0168,0.7679,0.0294,0.7071,0.0336,0.7203,0.0654,0.7128,0.0467,0.8288,0.0331,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=gatconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,
