type,layer_type,layers_k1,layers_k2,dilated_path_join,learn_alpha_residual_connection,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
dilated_gnn,eginconv,3.0,2.0,none,False,99,0.1039,0.0039,1413603.0,15.5375,0.56,0.9702,0.0009,0.7825,0.0154,0.2843,0.0271,0.4165,0.0309,0.8782,0.0127
dilated_gnn,eginconv,3.0,2.0,none,True,99,0.1113,0.0043,1413605.0,21.9724,0.3829,0.9685,0.0009,0.7646,0.0228,0.2296,0.0277,0.3523,0.0346,0.8538,0.0154
dilated_gnn,eginconv,3.0,3.0,add,False,99,0.1056,0.0026,1685104.0,16.7313,0.1655,0.9699,0.0007,0.749,0.0099,0.2938,0.0277,0.4213,0.0296,0.8653,0.0064
dilated_gnn,eginconv,3.0,3.0,add,True,98,0.1046,0.0013,1685107.0,16.7504,0.2889,0.9697,0.0004,0.7402,0.0096,0.2934,0.0132,0.4201,0.0144,0.8708,0.0054
dilated_gnn,eginconv,3.0,3.0,concat,False,98,0.1083,0.002,1685404.0,16.1288,0.5817,0.9692,0.0005,0.7464,0.0139,0.2676,0.0167,0.3936,0.019,0.8582,0.0086
dilated_gnn,eginconv,3.0,3.0,concat,True,98,0.1081,0.0013,1685407.0,25.194,0.4653,0.9689,0.0004,0.7334,0.0109,0.2653,0.0151,0.3893,0.0164,0.8596,0.005
dilated_gnn,eginconv,3.0,3.0,none,False,98,0.1131,0.0022,1685104.0,25.2061,0.5517,0.968,0.0005,0.7446,0.0129,0.2227,0.0143,0.3426,0.0177,0.848,0.0081
dilated_gnn,eginconv,3.0,3.0,none,True,99,0.1171,0.004,1685107.0,16.0757,0.4482,0.9671,0.0009,0.7303,0.0245,0.1916,0.0263,0.3029,0.0352,0.8329,0.0163
standard_gnn,egatconv,,,,,93,0.1385,0.0058,963601.0,15.1539,0.3693,0.9626,0.0009,0.466,0.1207,0.0507,0.0299,0.0904,0.0503,0.7518,0.0257
standard_gnn,eginconv,,,,,99,0.1313,0.0155,1413601.0,12.0429,0.2824,0.9643,0.0016,0.5026,0.255,0.1053,0.0761,0.17,0.115,0.7501,0.1109
