d,type,dataset,layer,h,layers_mp,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,edges,k1,k2
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,168.1,252.6711,0.2889,0.1837,7875.0,0.6633,0.0208,0.8834,0.0917,0.9161,0.0504,0.7854,0.2047,0.8325,0.1534,0.9404,0.0616,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,193.6,191.6101,0.3534,0.1846,7843.0,0.5001,0.014,0.8411,0.1009,0.8581,0.0814,0.7224,0.2162,0.7709,0.1762,0.891,0.0945,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,158.1,132.3574,0.367,0.0541,7875.0,0.5005,0.0142,0.844,0.0276,0.8375,0.0277,0.7727,0.047,0.8036,0.0377,0.9122,0.0275,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,217.0,269.2296,0.4567,0.096,7843.0,0.5929,0.0206,0.7917,0.0537,0.802,0.0469,0.6531,0.1157,0.717,0.0886,0.8512,0.0636,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,38.6,46.8449,0.1814,0.1396,7875.0,0.5577,0.0539,0.9281,0.0631,0.923,0.0662,0.8988,0.0916,0.9104,0.0791,0.9698,0.0305,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,138.2,116.1316,0.2959,0.1827,7843.0,0.8463,0.0506,0.8724,0.0935,0.8716,0.0933,0.8005,0.1564,0.8326,0.1286,0.917,0.0769,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,94.5,117.3109,0.3735,0.1003,7875.0,0.6372,0.0267,0.8355,0.0554,0.8319,0.0516,0.7509,0.1038,0.7878,0.081,0.9011,0.0595,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,204.2,233.0295,0.4151,0.1073,7843.0,0.5266,0.0131,0.8094,0.0568,0.8038,0.0658,0.7094,0.0958,0.7527,0.0819,0.8716,0.0689,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,30.4,31.1808,0.3496,0.1874,19843.0,0.5353,0.0259,0.8448,0.1134,0.9128,0.0511,0.6873,0.2707,0.7501,0.2308,0.9189,0.0712,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,102.1,81.434,0.3644,0.1591,19779.0,0.5401,0.018,0.8452,0.0827,0.8492,0.0822,0.7531,0.1394,0.7961,0.1134,0.8942,0.0738,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,228.2,209.453,0.2841,0.1249,19843.0,0.6964,0.0431,0.883,0.0573,0.8764,0.0544,0.8324,0.0941,0.8532,0.075,0.9405,0.0444,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,122.7,115.0965,0.4319,0.1021,19779.0,0.6624,0.0382,0.8107,0.0568,0.82,0.0532,0.6889,0.1131,0.7464,0.0878,0.8668,0.0579,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,14.4,8.0275,0.2371,0.137,19843.0,0.6981,0.0724,0.9037,0.069,0.8962,0.0758,0.8677,0.0944,0.8815,0.085,0.9542,0.045,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,99.0,143.8325,0.3658,0.194,19779.0,0.5243,0.0256,0.835,0.1012,0.8308,0.1064,0.7402,0.1685,0.7808,0.1417,0.8771,0.0995,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,161.4,106.6163,0.1921,0.0842,19843.0,0.5841,0.0149,0.9229,0.0377,0.9193,0.0393,0.8914,0.0568,0.905,0.0477,0.9735,0.023,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,249.6,216.5743,0.3208,0.1733,19779.0,0.5399,0.0307,0.8592,0.0876,0.8555,0.0838,0.782,0.1587,0.8141,0.1267,0.9067,0.0887,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,227.4,216.5554,0.1668,0.1569,9989.0,0.6015,0.0192,0.9369,0.0659,0.9406,0.0583,0.901,0.11,0.9194,0.0861,0.97,0.0397,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,305.7,293.1594,0.2195,0.1864,9925.0,0.5976,0.0268,0.9126,0.0815,0.9178,0.079,0.86,0.1308,0.8869,0.1069,0.9442,0.0583,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,305.0,193.565,0.3628,0.0709,9989.0,0.6828,0.0311,0.8416,0.0363,0.8376,0.0334,0.7636,0.0687,0.7983,0.052,0.9116,0.0362,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,346.4,284.5942,0.3385,0.1523,9925.0,0.7637,0.0621,0.852,0.0795,0.8696,0.0489,0.748,0.1885,0.7929,0.1424,0.9066,0.0857,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,148.1,189.4832,0.2409,0.193,9989.0,0.6334,0.0258,0.8971,0.0864,0.8919,0.0898,0.8499,0.1283,0.8698,0.1099,0.9387,0.0545,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,265.7,245.0886,0.2376,0.1322,9925.0,0.6185,0.021,0.9017,0.0625,0.9048,0.0651,0.8485,0.0999,0.8751,0.083,0.9504,0.0494,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,163.0,153.9396,0.3579,0.1196,9989.0,0.7118,0.0292,0.8418,0.0594,0.8429,0.0476,0.7537,0.1226,0.7928,0.0904,0.9071,0.0597,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,196.6,131.8417,0.3861,0.0766,9925.0,0.6591,0.0362,0.8268,0.0434,0.8309,0.0409,0.7276,0.0871,0.7743,0.0669,0.895,0.0467,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,105.5,144.1203,0.2362,0.1905,28165.0,0.919,0.0894,0.9051,0.0828,0.9095,0.0782,0.8501,0.134,0.8775,0.1082,0.9462,0.0509,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,166.2,167.5535,0.1857,0.1955,28037.0,0.6583,0.027,0.9256,0.0911,0.9332,0.0793,0.8728,0.1696,0.8979,0.1341,0.9491,0.0818,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,209.5,223.1754,0.3557,0.1053,28165.0,0.5966,0.0187,0.8407,0.0485,0.8328,0.0491,0.7683,0.0761,0.7988,0.0628,0.9105,0.0418,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,165.6,176.9826,0.3507,0.1309,28037.0,0.6989,0.0335,0.8469,0.0639,0.8475,0.0582,0.7612,0.1197,0.8001,0.0927,0.9041,0.0612,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,74.5,78.7683,0.225,0.1672,28165.0,0.7952,0.0399,0.9049,0.0887,0.9072,0.0818,0.8496,0.1651,0.8729,0.1328,0.9504,0.0678,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,173.6,123.3225,0.1598,0.1568,28037.0,1.0049,0.044,0.9344,0.0726,0.9365,0.0771,0.8985,0.1107,0.9166,0.0946,0.9658,0.0551,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,211.7,288.7674,0.2732,0.1478,28165.0,0.9667,0.055,0.8833,0.0694,0.879,0.072,0.8294,0.1093,0.8527,0.0916,0.9379,0.0554,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,264.7,263.781,0.2913,0.1339,28037.0,0.6032,0.0248,0.8712,0.0674,0.869,0.0606,0.8044,0.1261,0.8333,0.0979,0.9294,0.0638,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,50.0,32.1807,0.2734,0.128,12103.0,0.9353,0.0538,0.8894,0.0595,0.8946,0.0602,0.8298,0.0917,0.8603,0.0762,0.9468,0.0403,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,242.2,272.7386,0.1691,0.1391,12007.0,0.7004,0.0732,0.9354,0.0593,0.9394,0.0544,0.9,0.0952,0.9187,0.076,0.971,0.0355,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,324.8,202.9846,0.3683,0.0641,12103.0,0.9749,0.0467,0.84,0.0328,0.8325,0.033,0.7668,0.0574,0.7979,0.0453,0.9099,0.0324,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,120.4,105.6515,0.4053,0.0663,12007.0,0.6903,0.0278,0.8215,0.032,0.8205,0.0302,0.7267,0.0661,0.7699,0.0496,0.8892,0.041,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,175.3,203.1315,0.1927,0.1376,12103.0,0.8902,0.0465,0.9204,0.0628,0.9162,0.0645,0.8858,0.0967,0.9002,0.0809,0.9649,0.0417,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,399.2,255.143,0.1644,0.1177,12007.0,0.6587,0.0163,0.9364,0.0506,0.9373,0.0542,0.906,0.0735,0.9211,0.0633,0.9741,0.0288,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,74.4,104.1712,0.3882,0.0838,12103.0,0.8867,0.0547,0.8262,0.0461,0.8154,0.0495,0.7472,0.0744,0.7794,0.0621,0.8963,0.043,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,260.6,175.18,0.4032,0.0738,12007.0,0.5716,0.0243,0.8169,0.0386,0.8149,0.0338,0.7187,0.0857,0.7622,0.063,0.8866,0.0482,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,40.4,60.9954,0.3094,0.1261,36487.0,0.7179,0.0287,0.8764,0.0568,0.8843,0.0522,0.8041,0.0947,0.8415,0.0753,0.9343,0.0419,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,213.9,158.8719,0.1417,0.1661,36295.0,0.7608,0.024,0.9461,0.0807,0.9508,0.0764,0.9085,0.1446,0.9272,0.1166,0.9688,0.0667,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,236.0,137.0051,0.3202,0.0925,36487.0,0.7548,0.0395,0.8626,0.0445,0.8595,0.0396,0.7962,0.0831,0.8257,0.0637,0.9298,0.0441,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,133.5,153.2379,0.3636,0.1482,36295.0,0.7559,0.0833,0.8425,0.0773,0.8474,0.0664,0.7435,0.1588,0.7874,0.125,0.8926,0.083,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,111.1,169.4924,0.2189,0.1376,36487.0,0.697,0.0444,0.9121,0.0642,0.907,0.0715,0.8764,0.0881,0.8912,0.0795,0.9613,0.0384,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,188.8,148.3259,0.2006,0.144,36295.0,0.726,0.0526,0.9159,0.068,0.921,0.0622,0.8662,0.1179,0.8914,0.0934,0.9587,0.0531,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,173.1,199.8972,0.271,0.1268,36487.0,0.7284,0.0479,0.8854,0.0573,0.8734,0.0637,0.8435,0.0836,0.8578,0.0728,0.9423,0.0442,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,322.7,343.6065,0.3301,0.171,36295.0,0.8518,0.0337,0.8486,0.0911,0.8481,0.0936,0.7607,0.1559,0.7999,0.1288,0.9018,0.0866,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,25.5,25.3663,0.3572,0.2039,9987.0,0.6225,0.0184,0.8459,0.1074,0.883,0.075,0.7084,0.2217,0.7748,0.1699,0.9018,0.0823,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,126.3,166.0669,0.3044,0.2327,9923.0,0.7356,0.0278,0.8697,0.1139,0.8757,0.1115,0.7843,0.1893,0.8244,0.1552,0.8974,0.0979,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,117.4,85.1836,0.4188,0.0589,9987.0,0.5652,0.0274,0.8143,0.0294,0.8193,0.0331,0.7115,0.0891,0.7572,0.0569,0.8861,0.0276,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,249.8,236.8661,0.385,0.1,9923.0,0.6289,0.0271,0.8278,0.0586,0.8221,0.0567,0.7402,0.11,0.7773,0.0875,0.8916,0.0605,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,45.8,92.3242,0.2914,0.1358,9987.0,0.526,0.0142,0.8777,0.0669,0.8697,0.0746,0.8269,0.0947,0.8475,0.0848,0.9346,0.0465,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,174.8,222.825,0.25,0.1757,9923.0,0.7342,0.0434,0.8919,0.0869,0.8913,0.0886,0.8328,0.1445,0.8594,0.1202,0.9346,0.0803,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,34.9,32.6112,0.4589,0.0286,9987.0,0.7371,0.0383,0.7947,0.0172,0.783,0.0253,0.6981,0.0335,0.7377,0.0248,0.8565,0.0207,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,309.2,194.6195,0.3848,0.0656,9923.0,0.5487,0.0575,0.8258,0.034,0.8141,0.0327,0.7491,0.0651,0.7796,0.0496,0.8966,0.0431,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,38.9,33.9778,0.2248,0.1739,28163.0,0.5452,0.0106,0.9154,0.0839,0.9331,0.0571,0.8519,0.1677,0.8847,0.1243,0.9573,0.0545,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
