d,type,dataset,layer,h,layers_mp,batch_size,lr,batchnorm,act,dropout,gpool,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,edges,k1,k2
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,468.4,255.7148,0.1889,0.0978,10757.0,0.9841,0.0788,0.9226,0.0445,0.9234,0.0435,0.921,0.0469,0.9222,0.0452,0.9725,0.024,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,139.0,126.8077,0.5727,0.042,10885.0,1.3831,0.1421,0.6963,0.036,0.7078,0.0347,0.666,0.0466,0.6861,0.0407,0.7619,0.052,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,475.0,212.059,0.5561,0.0157,10757.0,1.169,0.1087,0.716,0.0147,0.7228,0.0185,0.7004,0.0136,0.7113,0.0137,0.7873,0.0161,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,183.4,227.3931,0.1169,0.0981,38149.0,1.2354,0.0815,0.9558,0.0413,0.9576,0.0407,0.9539,0.0417,0.9557,0.0411,0.9869,0.0202,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,246.2,178.7265,0.0779,0.0782,37893.0,1.1295,0.0991,0.9717,0.0318,0.9718,0.0322,0.9717,0.0314,0.9718,0.0318,0.9931,0.0108,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,649.4,143.1462,0.3897,0.0116,38149.0,1.5581,0.0894,0.8239,0.0093,0.8322,0.0096,0.8111,0.0098,0.8215,0.0093,0.9048,0.006,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,678.7,302.7613,0.423,0.0364,37893.0,1.2653,0.0585,0.8065,0.0225,0.812,0.0204,0.7972,0.0259,0.8045,0.0229,0.8853,0.0223,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,254.3,235.2756,0.069,0.0865,38149.0,1.3748,0.0672,0.975,0.038,0.9744,0.0378,0.9755,0.0385,0.9749,0.0381,0.9926,0.018,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,454.0,326.0702,0.1135,0.0838,37893.0,0.9806,0.0833,0.9584,0.0301,0.9593,0.0298,0.9574,0.0305,0.9584,0.03,0.9894,0.0096,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,132.7,123.7999,0.5181,0.0226,38149.0,1.718,0.1792,0.7384,0.0171,0.7467,0.0151,0.7206,0.0232,0.7334,0.0189,0.8194,0.0184,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,751.3,215.7828,0.4608,0.0131,37893.0,1.5152,0.0761,0.7826,0.0077,0.7888,0.0076,0.7713,0.0122,0.7799,0.0087,0.8636,0.0088,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,2.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,289.8,221.1315,0.1144,0.1086,12999.0,1.1632,0.1037,0.9565,0.0456,0.9591,0.0432,0.9533,0.0487,0.9562,0.046,0.9856,0.0209,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,172.1,136.8097,0.181,0.1066,12839.0,1.0729,0.0532,0.9276,0.048,0.9291,0.0449,0.9253,0.0524,0.9272,0.0485,0.9738,0.0247,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,749.0,262.9335,0.4946,0.0098,12999.0,1.3751,0.1068,0.755,0.0058,0.762,0.005,0.741,0.0119,0.7513,0.0075,0.8385,0.0071,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,693.5,244.5033,0.5331,0.0154,12839.0,1.108,0.0771,0.7317,0.0115,0.7456,0.0128,0.7028,0.0134,0.7236,0.0114,0.8078,0.0131,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,262.0,235.2926,0.183,0.1177,12999.0,1.3414,0.1103,0.9237,0.0522,0.9257,0.0515,0.9214,0.053,0.9235,0.0522,0.9712,0.0248,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,501.8,271.6486,0.1511,0.119,12839.0,1.1559,0.1124,0.94,0.0537,0.9415,0.0496,0.9377,0.0594,0.9396,0.0545,0.9775,0.0312,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,174.9,148.1772,0.5549,0.0146,12999.0,1.7732,0.1998,0.7095,0.0134,0.7196,0.0107,0.6852,0.0234,0.7019,0.0162,0.7853,0.0147,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,503.6,223.4816,0.5586,0.0148,12839.0,1.295,0.2615,0.7121,0.0105,0.7222,0.0116,0.6884,0.012,0.7049,0.0114,0.7842,0.0144,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,303.8,274.4656,0.0444,0.0695,46471.0,1.8823,0.1889,0.9847,0.0258,0.9858,0.0228,0.9832,0.0296,0.9845,0.0262,0.9961,0.0103,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,244.3,155.9077,0.0576,0.0643,46151.0,1.472,0.118,0.9793,0.0247,0.9783,0.025,0.9804,0.0243,0.9794,0.0246,0.9959,0.0068,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,621.0,264.0091,0.3996,0.0262,46471.0,2.6189,0.2036,0.8194,0.0157,0.8267,0.0173,0.8081,0.0165,0.8172,0.0156,0.899,0.0145,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,856.3,231.9755,0.4224,0.0235,46151.0,1.7992,0.2281,0.8068,0.0129,0.8157,0.0124,0.7922,0.0166,0.8037,0.0136,0.8865,0.0142,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,384.9,308.7272,0.0962,0.095,46471.0,1.6106,0.2097,0.9638,0.0371,0.9645,0.0369,0.963,0.0371,0.9638,0.037,0.9901,0.0149,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,438.4,230.0257,0.0742,0.0664,46151.0,1.1977,0.0785,0.9713,0.0274,0.9714,0.0269,0.9711,0.028,0.9712,0.0274,0.994,0.0082,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,120.3,158.7268,0.5374,0.0389,46471.0,2.2031,0.3042,0.7216,0.0314,0.7298,0.028,0.7019,0.0422,0.7154,0.0353,0.7998,0.0408,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,3.0,3.0
cuda,dilated_gnn,NCI1,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,674.3,236.1258,0.4781,0.0226,46151.0,1.7025,0.1261,0.7715,0.0137,0.7809,0.0154,0.7543,0.0157,0.7673,0.0147,0.8505,0.0165,tu_base-d=cuda-type=dilated_gnn-dataset=NCI1-layer=sageconv-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,3.0,3.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,209.8,122.9283,0.3624,0.081,2435.0,0.2991,0.023,0.843,0.054,0.8278,0.0573,0.7656,0.0977,0.7946,0.0785,0.9169,0.0426,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,382.7,271.8702,0.5022,0.0621,2403.0,0.2922,0.0198,0.7577,0.0437,0.7507,0.0366,0.5881,0.1296,0.6534,0.0967,0.8168,0.0571,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,540.5,297.0563,0.4631,0.0279,2435.0,0.3539,0.0256,0.7799,0.0174,0.7518,0.0161,0.6776,0.0299,0.7125,0.0214,0.8541,0.019,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,447.6,299.4078,0.5349,0.0362,2403.0,0.4289,0.0387,0.7412,0.0231,0.7391,0.0173,0.5513,0.0601,0.6301,0.0457,0.7846,0.0407,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,86.9,89.7658,0.3298,0.0912,2435.0,0.2966,0.019,0.8572,0.0514,0.8313,0.0556,0.8073,0.0821,0.8188,0.0687,0.9261,0.0357,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,268.3,242.7283,0.4456,0.069,2403.0,0.2867,0.0137,0.7926,0.0377,0.7794,0.0392,0.6722,0.076,0.721,0.0589,0.8578,0.0464,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,283.9,253.8911,0.4569,0.0389,2435.0,0.3761,0.0647,0.7862,0.025,0.7528,0.0214,0.698,0.0506,0.7239,0.0354,0.8571,0.0268,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,149.7,139.5823,0.5343,0.022,2403.0,0.3293,0.0254,0.7376,0.0173,0.7288,0.0155,0.5552,0.0582,0.6285,0.0393,0.7885,0.023,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,168.1,247.3356,0.3824,0.1361,8963.0,0.3646,0.015,0.8236,0.0699,0.807,0.0781,0.7328,0.1131,0.7673,0.0967,0.8941,0.0478,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,240.6,178.1848,0.4999,0.0589,8899.0,0.3161,0.0268,0.7609,0.0437,0.7546,0.0385,0.5947,0.1066,0.662,0.084,0.8173,0.055,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,388.6,177.1898,0.4353,0.0302,8963.0,0.4311,0.0366,0.7996,0.0183,0.7772,0.0213,0.7042,0.0318,0.7387,0.0248,0.8731,0.0197,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,584.5,286.914,0.4972,0.0472,8899.0,0.4238,0.0322,0.759,0.0327,0.7481,0.0226,0.6023,0.0859,0.6647,0.0661,0.8207,0.0466,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,46.5,43.3157,0.3571,0.1555,8963.0,0.5853,0.105,0.8401,0.0836,0.8247,0.091,0.7576,0.1338,0.7886,0.1139,0.8988,0.0655,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.0,mean,val_best,169.5,138.5108,0.4466,0.0905,8899.0,0.3763,0.0295,0.7854,0.0539,0.7772,0.0539,0.6503,0.1175,0.7043,0.0899,0.8527,0.0635,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,417.2,214.0195,0.3749,0.0484,8963.0,0.432,0.0532,0.8287,0.0294,0.801,0.0258,0.7641,0.0521,0.7818,0.0394,0.9067,0.0269,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.01,False,relu,0.5,mean,val_best,255.7,232.1569,0.5063,0.0329,8899.0,0.3893,0.0451,0.7527,0.0223,0.7334,0.0213,0.6063,0.0544,0.6628,0.0372,0.8151,0.0307,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,75.7,51.383,0.3848,0.1167,4549.0,0.44,0.019,0.8287,0.0671,0.8102,0.0769,0.7461,0.1078,0.776,0.0933,0.8964,0.0585,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.0,mean,val_best,200.1,239.1332,0.4306,0.0637,4485.0,0.4457,0.0433,0.8175,0.0511,0.8028,0.062,0.7249,0.0726,0.7616,0.0671,0.877,0.0481,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,346.2,257.9519,0.463,0.0495,4549.0,0.5766,0.0779,0.784,0.033,0.7594,0.0319,0.6791,0.0759,0.715,0.0552,0.8537,0.0334,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.001,False,relu,0.5,mean,val_best,335.4,258.1992,0.4779,0.0444,4485.0,0.5699,0.0599,0.7799,0.0306,0.7629,0.0439,0.6588,0.0511,0.7063,0.0437,0.8398,0.0355,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,val_best,154.7,151.736,0.3113,0.122,4549.0,0.3943,0.0318,0.8658,0.0609,0.8482,0.0686,0.8085,0.0927,0.8274,0.0803,0.9271,0.0506,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.0,mean,val_best,220.8,276.4608,0.3394,0.1373,4485.0,0.3669,0.0196,0.8446,0.0718,0.832,0.0807,0.7641,0.112,0.7959,0.097,0.909,0.0604,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,val_best,453.2,319.5405,0.4387,0.0449,4549.0,0.4743,0.0467,0.7952,0.0292,0.7603,0.0302,0.7166,0.0531,0.7374,0.0415,0.8688,0.0327,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,32,,32,0.01,False,relu,0.5,mean,val_best,191.4,190.5057,0.4804,0.021,4485.0,0.4048,0.0269,0.7716,0.0166,0.7485,0.0174,0.6513,0.0329,0.6963,0.0253,0.8407,0.0153,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,val_best,140.0,172.0267,0.2996,0.1857,17285.0,0.5069,0.0755,0.8665,0.0935,0.8522,0.1067,0.8016,0.1406,0.8254,0.1245,0.9197,0.067,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.0,mean,val_best,167.9,139.2038,0.3657,0.1246,17157.0,0.4112,0.0283,0.843,0.0708,0.8334,0.0834,0.7589,0.1083,0.7937,0.0955,0.898,0.0656,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,val_best,350.7,340.699,0.4194,0.0998,17285.0,0.5753,0.0578,0.8045,0.051,0.7792,0.0554,0.7127,0.0954,0.7433,0.0772,0.873,0.0622,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,PROTEINS,sageconv,64,,32,0.001,False,relu,0.5,mean,val_best,332.3,210.2913,0.4304,0.0495,17157.0,0.5318,0.0568,0.8046,0.0312,0.7898,0.0417,0.7029,0.0435,0.7434,0.0391,0.8726,0.0305,tu_base-d=cuda-type=dilated_gnn-dataset=PROTEINS-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
