d,type,dataset,layer,h,layers_mp,batch_size,lr,batchnorm,act,dropout,gpool,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,edges,k1,k2
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,999,0.0,0.0,7875.0,0.6681,0.0108,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,999,0.1763,0.0,7843.0,0.5011,0.0,0.9321,0.0,0.9282,0.0,0.9095,0.0,0.9188,0.0,0.9809,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,999,0.2272,0.0,7875.0,0.499,0.0,0.9067,0.0,0.8979,0.0,0.875,0.0,0.8863,0.0,0.9694,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,999,0.2504,0.0,7843.0,0.5571,0.0,0.895,0.0,0.8989,0.0,0.8414,0.0,0.8692,0.0,0.9608,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,673,0.0,0.0,7875.0,0.5365,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,834,0.0182,0.0151,7843.0,0.8372,0.0429,0.9958,0.0042,0.9974,0.0026,0.9924,0.0076,0.9948,0.0051,0.9999,0.0001,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,893,0.1856,0.0,7875.0,0.629,0.0,0.9247,0.0,0.9167,0.0,0.9003,0.0,0.9084,0.0,0.9788,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,999,0.1892,0.0,7843.0,0.5071,0.0,0.9279,0.0,0.9263,0.0,0.898,0.0,0.9119,0.0,0.9784,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,613,0.0,0.0,19843.0,0.5234,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,805,0.0093,0.0,19779.0,0.5015,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,999,0.0859,0.0124,19843.0,0.6298,0.0005,0.9656,0.0101,0.9688,0.0131,0.948,0.0117,0.9583,0.0124,0.9961,0.0013,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,936,0.1336,0.0,19779.0,0.6465,0.0,0.9523,0.0,0.9607,0.0,0.9244,0.0,0.9422,0.0,0.9892,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,532,0.0,0.0,19843.0,0.7435,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,999,0.0008,0.0,19779.0,0.5101,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,882,0.0452,0.0,19843.0,0.5771,0.0,0.9873,0.0,0.9794,0.0,0.9896,0.0,0.9845,0.0,0.9986,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,mean,999,0.0945,0.0107,19779.0,0.5,0.0029,0.9693,0.003,0.9698,0.0042,0.9558,0.0033,0.9627,0.0036,0.9941,0.0016,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,999,0.0011,0.0,9989.0,0.5869,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,999,0.0008,0.0002,9925.0,0.584,0.0037,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,999,0.2316,0.0151,9989.0,0.6461,0.0211,0.9017,0.008,0.8978,0.0078,0.8629,0.0156,0.88,0.0099,0.9667,0.0044,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,999,0.155,0.0058,9925.0,0.7127,0.0163,0.9403,0.0051,0.9354,0.0066,0.9184,0.0114,0.9268,0.007,0.9847,0.0016,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,999,0.0001,0.0,9989.0,0.66,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,999,0.0488,0.027,9925.0,0.6468,0.0003,0.9852,0.0127,0.9847,0.0127,0.9798,0.0176,0.9822,0.0151,0.9986,0.0014,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,899,0.2204,0.0,9989.0,0.6563,0.0,0.9077,0.0,0.9151,0.0,0.8564,0.0,0.8848,0.0,0.9696,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,908,0.2472,0.0,9925.0,0.6615,0.0,0.8887,0.0,0.8695,0.0,0.8582,0.0,0.8638,0.0,0.9607,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,993,0.0,0.0,28165.0,0.8414,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,999,0.0001,0.0,28037.0,0.6213,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,999,0.0849,0.0,28165.0,0.6073,0.0,0.9692,0.0,0.9618,0.0,0.9643,0.0,0.9631,0.0,0.9952,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,999,0.0547,0.0,28037.0,1.0053,0.0,0.983,0.0,0.9847,0.0,0.9748,0.0,0.9797,0.0,0.9981,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,748,0.0,0.0,28165.0,0.7952,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,929,0.0001,0.0,28037.0,1.0483,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,999,0.0907,0.0,28165.0,0.8886,0.0,0.9618,0.0,0.9607,0.0,0.9459,0.0,0.9532,0.0,0.9951,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,mean,999,0.0702,0.0,28037.0,0.5951,0.0,0.9735,0.0,0.9693,0.0,0.9668,0.0,0.9681,0.0,0.9967,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,2.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,623,0.0006,0.0,12103.0,0.9527,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,999,0.0004,0.0002,12007.0,0.6808,0.0053,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,999,0.2333,0.0068,12103.0,0.9651,0.0227,0.9,0.0036,0.8883,0.0029,0.8695,0.009,0.8788,0.0049,0.9668,0.002,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,879,0.1978,0.0,12007.0,0.6926,0.0,0.9173,0.0,0.9026,0.0,0.898,0.0,0.9003,0.0,0.9755,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,999,0.0001,0.0001,12103.0,0.8969,0.0288,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,999,0.0228,0.0318,12007.0,0.6615,0.0207,0.9943,0.008,0.994,0.0084,0.9923,0.0108,0.9932,0.0097,0.9992,0.0011,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,876,0.1984,0.0,12103.0,0.817,0.0,0.9141,0.0,0.9075,0.0,0.8869,0.0,0.8971,0.0,0.9749,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,999,0.2319,0.0131,12007.0,0.5496,0.0012,0.911,0.0043,0.9136,0.0009,0.8697,0.0104,0.891,0.005,0.9654,0.0045,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,721,0.0001,0.0,36487.0,0.6541,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,929,0.0002,0.0,36295.0,0.7364,0.0022,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,974,0.0921,0.0,36487.0,0.7067,0.0,0.9597,0.0,0.9558,0.0,0.946,0.0,0.9509,0.0,0.9951,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,940,0.0708,0.0,36295.0,0.693,0.0,0.9724,0.0,0.9649,0.0,0.9698,0.0,0.9673,0.0,0.9968,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,999,0.0,0.0,36487.0,0.6774,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,931,0.0003,0.0,36295.0,0.7169,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,max_of_concat_layers,999,0.047,0.0,36487.0,0.7102,0.0,0.9894,0.0,0.9949,0.0,0.9798,0.0,0.9873,0.0,0.9989,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.5,mean,999,0.1039,0.002,36295.0,0.8042,0.0364,0.9618,0.0009,0.9601,0.0008,0.9469,0.0033,0.9535,0.0012,0.9931,0.0004,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=1-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,1.0,3.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,max_of_concat_layers,582,0.0,0.0,9987.0,0.5327,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.0,mean,999,0.0003,0.0,9923.0,0.6834,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,max_of_concat_layers,773,0.2734,0.0,9987.0,0.5382,0.0,0.8876,0.0,0.8801,0.0,0.839,0.0,0.859,0.0,0.9529,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.001,False,relu,0.5,mean,999,0.2484,0.0,9923.0,0.6142,0.0,0.8929,0.0,0.8819,0.0,0.8571,0.0,0.8693,0.0,0.9612,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,max_of_concat_layers,822,0.0,0.0,9987.0,0.4981,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.0,mean,999,0.0003,0.0,9923.0,0.7438,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,max_of_concat_layers,628,0.2584,0.0,9987.0,0.7143,0.0,0.8918,0.0,0.8874,0.0,0.8518,0.0,0.8692,0.0,0.9588,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,32,,32,0.01,False,relu,0.5,mean,999,0.316,0.0099,9923.0,0.5356,0.0177,0.8526,0.0064,0.8382,0.0021,0.7997,0.0171,0.8184,0.01,0.9358,0.0035,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,max_of_concat_layers,607,0.0,0.0,28163.0,0.4964,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.0,mean,762,0.0003,0.0,28035.0,0.5401,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,max_of_concat_layers,999,0.0866,0.0102,28163.0,0.5435,0.0155,0.9663,0.0052,0.9589,0.0046,0.9595,0.0075,0.9592,0.006,0.9956,0.001,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.001,False,relu,0.5,mean,999,0.094,0.0,28035.0,0.5652,0.0,0.9629,0.0,0.9549,0.0,0.9573,0.0,0.9561,0.0,0.9943,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.001-batchnorm=False-act=relu-dropout=0.5-gpool=mean,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,max_of_concat_layers,766,0.0005,0.0,28163.0,0.5868,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers,False,2.0,1.0
cuda,dilated_gnn,DD,sageconv,64,,32,0.01,False,relu,0.0,mean,933,0.0001,0.0,28035.0,0.7856,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,tu_base-d=cuda-type=dilated_gnn-dataset=DD-layer=sageconv-edges=False-k1=2-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=False-act=relu-dropout=0.0-gpool=mean,False,2.0,1.0
