d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,weight_decay,batchnorm,act,dropout,gpool,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.0,mean,575,0.54,0.0,4115.0,0.8754,0.0,0.7469,0.0,0.731,0.0,0.8217,0.0,0.7737,0.0,0.7825,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,953,0.5504,0.0079,4211.0,1.002,0.1528,0.7224,0.01,0.7154,0.019,0.7617,0.0577,0.7359,0.0193,0.7961,0.0077,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,32,32,0.01,0.0005,False,relu,0.5,mean,539,0.671,0.039,4115.0,0.8318,0.0386,0.552,0.0633,0.5804,0.0649,0.5813,0.3642,0.4825,0.2699,0.5459,0.097,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,955,0.4866,0.0182,14515.0,1.1509,0.1219,0.7694,0.0184,0.7868,0.0212,0.7713,0.0116,0.779,0.0164,0.8436,0.0116,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.0,mean,503,0.6918,0.0,14323.0,1.0985,0.0,0.5265,0.0,0.5265,0.0,1.0,0.0,0.6898,0.0,0.4572,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,880,0.5164,0.0,14515.0,1.3919,0.0,0.7878,0.0,0.7886,0.0,0.7886,0.0,0.7886,0.0,0.8273,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,1,64,32,0.01,0.0005,False,relu,0.5,mean,998,0.6929,0.0001,14323.0,0.9324,0.0742,0.5306,0.0204,0.5242,0.0148,0.6951,0.0366,0.5976,0.0231,0.5274,0.01,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,730,0.475,0.0772,5493.0,0.7648,0.0241,0.7674,0.0368,0.7568,0.0346,0.7993,0.0534,0.7774,0.0435,0.8416,0.0499,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.0,mean,721,0.4673,0.0,5365.0,0.8736,0.0,0.7918,0.0,0.8,0.0,0.8062,0.0,0.8031,0.0,0.8589,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,893,0.5767,0.0,5493.0,0.989,0.0,0.7184,0.0,0.7345,0.0,0.6803,0.0,0.7064,0.0,0.7728,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,32,32,0.01,0.0005,False,relu,0.5,mean,655,0.6668,0.052,5365.0,0.9717,0.1054,0.5616,0.0702,0.5548,0.0609,0.8424,0.1328,0.662,0.0484,0.5393,0.1174,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,935,0.4947,0.0,19125.0,0.9983,0.0,0.7837,0.0,0.8065,0.0,0.7752,0.0,0.7905,0.0,0.8391,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.0,mean,618,0.6942,0.0,18869.0,0.9008,0.0,0.5551,0.0,0.5446,0.0,0.9457,0.0,0.6912,0.0,0.5085,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,724,0.5624,0.0127,19125.0,1.0095,0.0802,0.7252,0.0329,0.7309,0.0553,0.7612,0.0361,0.7432,0.0142,0.7874,0.0147,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,2,64,32,0.01,0.0005,False,relu,0.5,mean,993,0.6924,0.0004,18869.0,0.882,0.0369,0.5572,0.0307,0.551,0.0245,0.8278,0.1722,0.6514,0.0384,0.5223,0.0366,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,601,0.5119,0.0232,6775.0,0.945,0.0328,0.7408,0.0214,0.7456,0.0456,0.7593,0.0798,0.748,0.0291,0.8166,0.017,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,32,32,0.01,0.0005,False,relu,0.0,mean,609,0.6928,0.0,6615.0,1.3473,0.0,0.5306,0.0,0.5193,0.0,0.7705,0.0,0.6205,0.0,0.521,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,996,0.529,0.0,6775.0,1.3548,0.0,0.7592,0.0,0.7365,0.0,0.845,0.0,0.787,0.0,0.8103,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,32,32,0.01,0.0005,False,relu,0.5,mean,757,0.6542,0.0384,6615.0,1.2279,0.1846,0.6285,0.1021,0.6154,0.0889,0.9032,0.0968,0.7208,0.0311,0.5935,0.1439,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,966,0.3779,0.0,23735.0,1.5231,0.0,0.8367,0.0,0.812,0.0,0.878,0.0,0.8437,0.0,0.9101,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,64,32,0.01,0.0005,False,relu,0.0,mean,525,0.6929,0.0,23415.0,1.4106,0.0,0.5224,0.0,0.5188,0.0,0.6748,0.0,0.5866,0.0,0.4985,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,907,0.5308,0.0174,23735.0,2.3206,0.0751,0.7469,0.0133,0.7436,0.0142,0.7812,0.0344,0.7613,0.0119,0.8134,0.0169,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,BZR_MD,edge_gcnconv,True,3,3,64,32,0.01,0.0005,False,relu,0.5,mean,949,0.693,0.0,23415.0,1.6177,0.0,0.5633,0.0,0.5377,0.0,0.9268,0.0,0.6806,0.0,0.519,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=BZR_MD-layer=edge_gcnconv-edges=True-k1=3-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,963,0.4762,0.0,1652.0,1.2856,0.0,0.7942,0.0,0.7557,0.0,0.8462,0.0,0.7984,0.0,0.8551,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.0,mean,854,0.5175,0.0392,1620.0,1.6317,0.1285,0.7531,0.0331,0.7588,0.0629,0.7246,0.033,0.7387,0.0191,0.8204,0.0331,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,975,0.4987,0.0,1652.0,1.6442,0.0,0.8066,0.0,0.8667,0.0,0.6903,0.0,0.7685,0.0,0.8315,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,32,32,0.01,0.0005,False,relu,0.5,mean,990,0.583,0.0135,1620.0,1.5225,0.031,0.7188,0.0108,0.719,0.0203,0.6827,0.0626,0.6979,0.0249,0.7615,0.0139,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,972,0.4698,0.0,5300.0,1.5369,0.0,0.7984,0.0,0.7537,0.0,0.8632,0.0,0.8048,0.0,0.8646,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.0,mean,962,0.5196,0.022,5236.0,1.4163,0.0932,0.7654,0.0041,0.7865,0.0015,0.6981,0.0078,0.7396,0.0038,0.8149,0.0191,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,812,0.565,0.0,5300.0,1.7233,0.0,0.749,0.0,0.7593,0.0,0.7009,0.0,0.7289,0.0,0.7744,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,1,64,32,0.01,0.0005,False,relu,0.5,mean,832,0.5808,0.0,5236.0,1.6469,0.0,0.7449,0.0,0.7589,0.0,0.7083,0.0,0.7328,0.0,0.766,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,991,0.5,0.0262,2966.0,1.5378,0.0591,0.7696,0.0288,0.7638,0.0271,0.7439,0.026,0.7538,0.0265,0.834,0.0196,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.0,mean,781,0.6068,0.0022,2902.0,1.5482,0.001,0.6914,0.0082,0.7562,0.0062,0.5384,0.0258,0.6285,0.0154,0.739,0.0072,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,989,0.5175,0.0,2966.0,1.661,0.0,0.7901,0.0,0.8444,0.0,0.6726,0.0,0.7488,0.0,0.8225,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,32,32,0.01,0.0005,False,relu,0.5,mean,974,0.6001,0.0,2902.0,1.323,0.0,0.7078,0.0,0.73,0.0,0.6239,0.0,0.6728,0.0,0.7437,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,938,0.5119,0.0183,9974.0,1.6188,0.0861,0.7723,0.014,0.7864,0.0157,0.7223,0.032,0.7525,0.0178,0.8301,0.0143,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.0,mean,893,0.6155,0.0,9846.0,1.4788,0.0,0.7078,0.0,0.7222,0.0,0.6555,0.0,0.6872,0.0,0.7283,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,965,0.5412,0.008,9974.0,1.5978,0.0215,0.751,0.0227,0.7877,0.066,0.6644,0.0449,0.7167,0.0012,0.7974,0.0053,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,2,64,32,0.01,0.0005,False,relu,0.5,mean,731,0.5987,0.0237,9846.0,1.5396,0.1462,0.6941,0.0097,0.7056,0.0245,0.6454,0.0637,0.6715,0.0307,0.7393,0.021,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,724,0.542,0.0377,4280.0,3.0641,1.5948,0.7489,0.0315,0.7498,0.0451,0.7273,0.0439,0.7368,0.0277,0.8002,0.0322,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.0,mean,905,0.6005,0.013,4184.0,1.7522,0.0686,0.6996,0.0,0.7406,0.0332,0.5936,0.0474,0.6565,0.0161,0.7454,0.0145,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,900,0.5419,0.0218,4280.0,1.9691,0.1345,0.7551,0.0144,0.7912,0.0364,0.6605,0.0233,0.7188,0.0012,0.7942,0.0169,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,32,32,0.01,0.0005,False,relu,0.5,mean,688,0.6143,0.0,4184.0,1.6304,0.0,0.6914,0.0,0.7143,0.0,0.5983,0.0,0.6512,0.0,0.7316,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,999,0.5186,0.0,14648.0,2.0175,0.0,0.7778,0.0,0.7692,0.0,0.7692,0.0,0.7692,0.0,0.8322,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.0,mean,879,0.6042,0.0,14456.0,1.9701,0.0,0.7119,0.0,0.6975,0.0,0.7094,0.0,0.7034,0.0,0.7464,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,907,0.514,0.0358,14648.0,2.1868,0.341,0.7696,0.0165,0.8023,0.0257,0.6826,0.0012,0.7374,0.0102,0.8247,0.0247,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,1,3,64,32,0.01,0.0005,False,relu,0.5,mean,908,0.5945,0.0249,14456.0,1.7407,0.1161,0.7051,0.0269,0.7349,0.0403,0.6254,0.0219,0.6757,0.0294,0.746,0.0282,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,944,0.6064,0.0004,2964.0,1.5562,0.2059,0.6955,0.0041,0.7324,0.0266,0.5792,0.0361,0.6454,0.0121,0.7257,0.0051,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.0,mean,913,0.5092,0.0474,2900.0,1.6208,0.0921,0.7839,0.0267,0.7867,0.0409,0.7695,0.0174,0.7778,0.0289,0.8231,0.0345,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.5,max_of_concat_layers,942,0.5848,0.0,2964.0,1.7121,0.0,0.7037,0.0,0.7119,0.0,0.6885,0.0,0.7,0.0,0.7475,0.0,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=max_of_concat_layers
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,2,1,32,32,0.01,0.0005,False,relu,0.5,mean,868,0.6201,0.0111,2900.0,1.5395,0.0865,0.6954,0.0123,0.7292,0.007,0.6069,0.0486,0.6612,0.0261,0.7091,0.0223,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=32-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.5-gpool=mean
cpu,dilapos_gnn,False,COX2_MD,edge_gcnconv,True,2,1,64,32,0.01,0.0005,False,relu,0.0,max_of_concat_layers,735,0.584,0.0266,9972.0,1.506,0.0829,0.7078,0.0216,0.7408,0.0266,0.6406,0.0568,0.6858,0.0356,0.7474,0.0363,tu_base-d=cpu-type=dilapos_gnn-pos=False-dataset=COX2_MD-layer=edge_gcnconv-edges=True-k1=2-k2=1-h=64-batch_size=32-lr=0.01-weight_decay=0.0005-batchnorm=False-act=relu-dropout=0.0-gpool=max_of_concat_layers
