d,type,dataset,layer,edges,k1,k2,h,batch_size,lr,scheduler,ss,sg,batchnorm,act,dropout,gpool,nh,nhf,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,model_id,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,layers_mp
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,55.0,61.9241,0.4672,0.1266,5827.0,0.7872,0.0595,0.7731,0.0789,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.794,0.0796,0.7502,0.0868,0.771,0.0817,0.8356,0.0927,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,30.6,39.6767,0.5207,0.0706,5795.0,0.7092,0.0427,0.7449,0.0521,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.7801,0.0471,0.6976,0.0666,0.7361,0.056,0.804,0.0566,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,33.2,46.7286,0.5463,0.0549,5827.0,0.7681,0.0829,0.7257,0.0363,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.745,0.0462,0.7097,0.0462,0.7258,0.0379,0.7876,0.0521,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,20.6,23.8084,0.551,0.041,5795.0,0.8568,0.1744,0.7298,0.0295,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7626,0.033,0.6846,0.0463,0.721,0.0374,0.782,0.0406,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,41.1,21.723,0.4585,0.0624,5827.0,2.0065,0.0795,0.7841,0.0321,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.814,0.0326,0.7497,0.0466,0.78,0.0357,0.8539,0.0468,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,45.2,58.1013,0.5067,0.0762,5795.0,1.9602,0.0593,0.7612,0.0411,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.7903,0.0459,0.7253,0.048,0.7562,0.0457,0.8146,0.0655,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,32.7,29.7626,0.5366,0.0887,5827.0,1.9498,0.0805,0.7314,0.0658,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7609,0.0701,0.6889,0.082,0.7227,0.0755,0.7938,0.0788,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,29.3,25.6166,0.5419,0.0395,5795.0,1.8946,0.0756,0.7441,0.0232,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7773,0.028,0.7008,0.0291,0.7369,0.0269,0.7899,0.0389,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,36.6,38.8335,0.4898,0.0989,19843.0,0.9688,0.1729,0.7514,0.056,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7697,0.0621,0.7388,0.0687,0.7524,0.0572,0.8261,0.0703,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,24.9,30.0947,0.5165,0.0538,19779.0,0.9823,0.2502,0.7477,0.0319,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.7807,0.0406,0.7046,0.0371,0.7406,0.0368,0.8146,0.0427,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,31.7,30.3942,0.5224,0.0518,19843.0,0.9462,0.1293,0.7502,0.0367,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7816,0.041,0.7133,0.0511,0.7449,0.0385,0.8052,0.0456,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,25.6,23.6398,0.5395,0.0459,19779.0,0.8565,0.0864,0.7383,0.0246,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7704,0.0268,0.6976,0.0426,0.7315,0.0287,0.7954,0.0447,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,58.3,39.7795,0.4189,0.1126,19843.0,1.981,0.0603,0.8012,0.0673,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8408,0.0612,0.7503,0.0962,0.7919,0.0801,0.8724,0.0785,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,48.8,35.9772,0.4549,0.0823,19779.0,1.9698,0.054,0.789,0.0432,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.8184,0.0469,0.755,0.0446,0.7854,0.0453,0.8566,0.061,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,39.5,29.6015,0.5144,0.1299,19843.0,1.9419,0.0914,0.7335,0.0869,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7556,0.0985,0.7129,0.0763,0.733,0.0852,0.8105,0.104,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,1.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,43.9,34.2124,0.5126,0.037,19779.0,1.9242,0.0588,0.7559,0.0306,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=1-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7923,0.0413,0.7107,0.0219,0.7491,0.0295,0.8206,0.0331,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,42.3,41.4875,0.4504,0.1424,7205.0,0.7994,0.0731,0.7824,0.0757,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8037,0.0831,0.7637,0.0836,0.7815,0.0763,0.8509,0.0948,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,45.7,34.1879,0.4651,0.0813,7141.0,0.7662,0.0468,0.7743,0.0411,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.8117,0.0434,0.7284,0.0484,0.7675,0.0437,0.8459,0.0614,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,25.5,26.923,0.5669,0.049,7205.0,0.8686,0.1569,0.7143,0.0429,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7307,0.065,0.715,0.0529,0.7197,0.0356,0.7781,0.0416,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,24.6,23.504,0.5508,0.0417,7141.0,0.9883,0.1444,0.722,0.0307,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7572,0.032,0.6738,0.0571,0.7118,0.0391,0.7827,0.0412,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,62.2,45.3295,0.3203,0.0939,7205.0,2.0191,0.0892,0.8559,0.0521,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8811,0.0576,0.8305,0.062,0.8544,0.055,0.927,0.043,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,35.9,32.9741,0.4586,0.085,7141.0,2.1508,0.0963,0.7865,0.042,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.8236,0.0458,0.7418,0.0503,0.7802,0.0459,0.8511,0.061,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,49.3,31.2123,0.4926,0.0454,7205.0,2.0945,0.0927,0.7567,0.0327,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7854,0.03,0.7237,0.0616,0.7518,0.0406,0.833,0.0335,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,28.6,22.4909,0.5502,0.0245,7141.0,2.1094,0.108,0.7363,0.0208,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7711,0.0281,0.6896,0.0367,0.7276,0.0284,0.7816,0.0264,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,47.3,34.4733,0.4059,0.1294,24645.0,1.1534,0.3027,0.8106,0.0704,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8236,0.0829,0.8108,0.0613,0.8153,0.0643,0.8835,0.0707,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,27.9,26.5272,0.4846,0.0814,24517.0,0.7495,0.0279,0.7649,0.0441,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.7966,0.049,0.7244,0.0521,0.7586,0.0495,0.8323,0.0622,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,30.8,23.8277,0.5262,0.0605,24645.0,0.7842,0.0577,0.7326,0.0483,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.738,0.0587,0.7485,0.0486,0.7417,0.044,0.8078,0.0523,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,18.7,14.799,0.5364,0.0319,24517.0,1.4888,0.3312,0.7416,0.0282,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7821,0.0349,0.6863,0.0511,0.7302,0.0386,0.7972,0.036,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,42.4,14.207,0.3501,0.0658,24645.0,2.0537,0.1307,0.8367,0.0325,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8634,0.0363,0.8093,0.0477,0.8347,0.0355,0.9184,0.0276,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,43.1,24.1928,0.397,0.0818,24517.0,2.066,0.0577,0.8159,0.0349,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.8552,0.0434,0.772,0.0431,0.8109,0.0373,0.8935,0.0507,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,46.9,14.4599,0.454,0.0269,24645.0,2.1112,0.0728,0.7804,0.0191,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.801,0.025,0.7607,0.0335,0.7798,0.0221,0.859,0.019,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,2.0,64,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,31.9,27.2743,0.5251,0.0513,24517.0,2.0904,0.104,0.7518,0.0378,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=2-h=64-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7861,0.0339,0.7069,0.0558,0.7439,0.0444,0.8037,0.0462,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,52.3,38.6084,0.4204,0.133,8583.0,1.0939,0.1966,0.7931,0.0756,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8157,0.0823,0.7721,0.0847,0.7918,0.0773,0.8726,0.0759,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,29.2,27.0252,0.4917,0.0628,8487.0,1.0844,0.2971,0.7555,0.0396,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.7731,0.0421,0.7389,0.0517,0.7551,0.0434,0.8347,0.0419,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,17.9,12.3649,0.6016,0.0398,8583.0,1.0112,0.113,0.6939,0.0395,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.712,0.0673,0.7138,0.0924,0.7042,0.0225,0.761,0.022,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,21.0,24.2693,0.5587,0.0328,8487.0,0.9121,0.0867,0.7237,0.0263,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7644,0.031,0.6657,0.0366,0.7112,0.0309,0.7717,0.0379,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,35.0,31.7836,0.3865,0.1065,8583.0,2.0296,0.0884,0.8163,0.0496,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8403,0.0605,0.7974,0.0503,0.817,0.0458,0.8956,0.0541,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,34.1,47.2175,0.4694,0.1146,8487.0,2.1162,0.0998,0.7771,0.0508,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.8196,0.0448,0.7233,0.0785,0.7671,0.0588,0.844,0.0693,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,41.3,49.665,0.5408,0.0671,8583.0,2.1631,0.0656,0.7335,0.0352,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7559,0.0428,0.7087,0.0602,0.7302,0.0437,0.7903,0.0535,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,32,128,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,40.0,28.3584,0.5458,0.033,8487.0,2.0536,0.0968,0.7392,0.0307,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=32-batch_size=128-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7726,0.0264,0.6946,0.0475,0.7311,0.0369,0.7865,0.0353,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,concat_across_sum_of_layers,4,4,val_best,51.9,43.869,0.4015,0.1639,29447.0,1.0927,0.1463,0.8041,0.0964,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.8348,0.0956,0.7722,0.1152,0.7998,0.0992,0.8766,0.1007,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.0,mean,4,4,val_best,45.5,39.0724,0.4652,0.0918,29255.0,0.7431,0.0283,0.7739,0.0541,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.0-gpool=mean-nh=4-nhf=4,0.8123,0.0469,0.7247,0.0724,0.7655,0.0597,0.8465,0.0618,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,concat_across_sum_of_layers,4,4,val_best,28.3,22.3206,0.5405,0.0886,29447.0,0.9694,0.0959,0.7355,0.053,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-nh=4-nhf=4,0.7546,0.0567,0.7144,0.0679,0.7333,0.0592,0.7955,0.0694,
cpu,dilated_gnn,BZR_MD,edge_gatconv,True,1.0,3.0,64,32,0.01,step_lr_epochs,50,0.5,True,relu,0.5,mean,4,4,val_best,17.3,19.0055,0.5532,0.0307,29255.0,1.5187,0.4278,0.7314,0.0245,tu_base-d=cpu-type=dilated_gnn-dataset=BZR_MD-layer=edge_gatconv-edges=True-k1=1-k2=3-h=64-batch_size=32-lr=0.01-scheduler=step_lr_epochs-ss=50-sg=0.5-batchnorm=True-act=relu-dropout=0.5-gpool=mean-nh=4-nhf=4,0.7651,0.0304,0.6855,0.0424,0.7226,0.0334,0.7804,0.0355,
