d,type,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,scheduler,step_size,step_gamma,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id,layers_mp
cpu,dilated_gnn,ENZYMES,ginconv_paper,False,3.0,3.0,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,101.2,30.9348,0.0291,0.0212,51020.0,0.3038,0.0158,0.9952,0.0048,,,,,,,,,tu_base-d=cpu-type=dilated_gnn-dataset=ENZYMES-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,
cpu,dilated_gnn,ENZYMES,ginconv_paper,False,3.0,3.0,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,134.4,46.1263,0.1766,0.0842,51020.0,0.5127,0.0398,0.9427,0.0318,,,,,,,,,tu_base-d=cpu-type=dilated_gnn-dataset=ENZYMES-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,89.0,50.4183,0.3382,0.0996,11409.0,0.3778,0.0774,0.8384,0.0481,0.8422,0.0555,0.8451,0.0547,0.8426,0.0472,0.9243,0.0431,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,50.1,51.5353,0.4226,0.1527,6481.0,0.3762,0.0564,0.7943,0.0798,0.8105,0.0684,0.7802,0.1125,0.7925,0.0855,0.8771,0.0752,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,57.1,34.7461,0.4207,0.0909,6481.0,0.4209,0.1083,0.7906,0.0565,0.7979,0.055,0.7901,0.0736,0.7933,0.0613,0.8801,0.0547,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,60.8,55.7078,0.4346,0.1164,11409.0,0.3054,0.014,0.7874,0.0633,0.8013,0.0655,0.7797,0.073,0.7894,0.0637,0.8726,0.0644,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,48.1,55.8578,0.3024,0.0977,11409.0,0.2733,0.016,0.8539,0.0439,0.8759,0.0362,0.8332,0.0769,0.8522,0.0483,0.9391,0.0335,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,53.4,43.1282,0.2924,0.2293,6481.0,0.3021,0.0319,0.8661,0.1018,0.8741,0.0915,0.8554,0.1329,0.8637,0.1131,0.9268,0.1079,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,36.6,38.5725,0.3305,0.1035,6481.0,0.2904,0.0335,0.8441,0.052,0.8588,0.0607,0.8345,0.0498,0.8459,0.0505,0.9246,0.0485,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,47.3,28.1213,0.3048,0.0863,11409.0,0.3833,0.0366,0.8624,0.0414,0.8824,0.0337,0.8441,0.0622,0.8619,0.0447,0.9374,0.0407,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,67.1,43.7412,0.386,0.1693,41201.0,0.3666,0.0161,0.8188,0.0742,0.8288,0.0782,0.8155,0.0825,0.821,0.0754,0.8941,0.0891,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,64.5,40.5641,0.3293,0.1287,14129.0,0.2508,0.021,0.84,0.0696,0.8432,0.0694,0.8466,0.0754,0.8441,0.0677,0.9207,0.0633,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,56.9,42.0487,0.3614,0.1153,14129.0,0.2387,0.0114,0.822,0.0658,0.8346,0.0549,0.8125,0.097,0.8215,0.0748,0.9073,0.0683,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,38.2,28.3577,0.4694,0.1507,41201.0,0.5178,0.0605,0.7771,0.0699,0.7797,0.0782,0.794,0.0755,0.7849,0.0672,0.8546,0.0839,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,34.6,26.4129,0.2954,0.1106,14129.0,0.3378,0.0833,0.8637,0.0549,0.8672,0.0637,0.8703,0.0458,0.8682,0.0506,0.9399,0.0453,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,54.0,31.903,0.2327,0.1097,41201.0,0.3843,0.0164,0.8861,0.0543,0.8903,0.0568,0.8876,0.0513,0.8888,0.0528,0.9607,0.0336,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,66.9,63.2968,0.2579,0.1093,41201.0,0.5065,0.0581,0.8771,0.05,0.8857,0.0506,0.8752,0.0583,0.8796,0.0478,0.9508,0.0495,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,BZR_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,44.8,36.0716,0.3042,0.1322,14129.0,0.3111,0.0293,0.8474,0.0681,0.8516,0.0725,0.8526,0.0578,0.8518,0.0643,0.9299,0.0544,tu_base-d=cpu-type=standard_gnn-dataset=BZR_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,104.0,58.9339,0.4104,0.1637,6514.0,0.3706,0.0232,0.7955,0.1087,0.7879,0.1147,0.8146,0.0839,0.7996,0.0969,0.8685,0.1142,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,140.0,74.3061,0.3471,0.1656,11506.0,0.3571,0.0223,0.844,0.0878,0.8499,0.0802,0.8276,0.1056,0.838,0.0924,0.9099,0.0936,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,61.1,49.3426,0.5583,0.0914,11506.0,0.4308,0.026,0.7119,0.0887,0.7095,0.1001,0.7206,0.0789,0.7124,0.0797,0.7755,0.0833,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,113.8,94.2219,0.4962,0.1213,6514.0,0.3381,0.0243,0.744,0.0815,0.7456,0.0926,0.7469,0.0868,0.7422,0.0729,0.8166,0.0999,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,124.3,58.8507,0.2122,0.139,6514.0,0.4118,0.0315,0.9008,0.0687,0.8953,0.0676,0.9024,0.086,0.8982,0.0741,0.9607,0.0556,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,128.1,76.4035,0.1862,0.0795,11506.0,0.3729,0.0216,0.9197,0.0322,0.9131,0.0358,0.9267,0.0281,0.9196,0.0292,0.9763,0.0214,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,50.3,49.7776,0.5166,0.0904,6514.0,0.364,0.0239,0.7321,0.0644,0.7427,0.0597,0.695,0.085,0.7168,0.0689,0.8109,0.0683,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=3-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,97.0,61.524,0.4303,0.0924,11506.0,0.547,0.0663,0.8041,0.0537,0.8119,0.0422,0.7815,0.0744,0.7958,0.0566,0.8739,0.0555,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=32-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,123.3,94.9116,0.4137,0.2248,41394.0,0.4139,0.013,0.793,0.1322,0.798,0.1313,0.7684,0.1527,0.7821,0.1419,0.8518,0.1396,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,141.2,101.5478,0.3726,0.2016,14130.0,0.406,0.0447,0.8119,0.1254,0.8116,0.1267,0.8088,0.1313,0.8085,0.1273,0.8746,0.1359,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,104.6,77.2699,0.4716,0.1436,41394.0,0.4118,0.0188,0.7601,0.0954,0.7611,0.0928,0.7318,0.1294,0.7454,0.1116,0.8355,0.1032,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,138.7,89.811,0.4164,0.1084,14130.0,0.3322,0.0107,0.7951,0.0586,0.791,0.0554,0.7912,0.073,0.7904,0.0609,0.8786,0.0664,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,115.1,82.0005,0.3094,0.2076,41394.0,0.5558,0.0249,0.8473,0.122,0.8484,0.1189,0.8401,0.1412,0.8413,0.1271,0.9058,0.1073,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,127.5,96.7908,0.2857,0.1931,14130.0,0.3083,0.0185,0.8593,0.1109,0.8694,0.1077,0.8328,0.1474,0.8486,0.1287,0.92,0.0936,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,130.4,84.6643,0.3472,0.1398,14130.0,0.3912,0.0451,0.8259,0.0823,0.823,0.0813,0.8176,0.1002,0.8198,0.0893,0.9062,0.084,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=2-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,COX2_MD,edge_ginconv,,,,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,93.0,82.0707,0.5001,0.2904,41394.0,0.6251,0.1014,0.7679,0.1201,0.7872,0.1249,0.7249,0.1349,0.7528,0.1258,0.832,0.1344,tu_base-d=cpu-type=standard_gnn-dataset=COX2_MD-layer=edge_ginconv-h=64-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,178.6,38.302,0.0638,0.0327,6950.0,0.2754,0.0156,0.9836,0.0115,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,133.3,66.7683,0.1776,0.1781,11814.0,0.4535,0.0411,0.9446,0.0581,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,141.2,65.4107,0.6325,0.1616,6950.0,0.3306,0.029,0.7696,0.0619,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=3-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,148.8,96.6724,0.8141,0.1854,11814.0,0.3457,0.0189,0.6977,0.0767,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,95.0,25.4244,0.0397,0.0253,6950.0,0.2909,0.0223,0.9911,0.0091,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=3-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,133.3,95.3426,0.0435,0.028,11814.0,0.3585,0.0297,0.9898,0.0085,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,125.5,38.3517,0.5334,0.115,11814.0,0.4029,0.1952,0.8021,0.0443,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=5-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,143.8,70.2521,0.4642,0.1786,6950.0,0.2844,0.0131,0.8306,0.074,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=32-layers_mp=3-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,3.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,210.5,73.1304,0.0337,0.021,42054.0,0.3286,0.0189,0.9912,0.0074,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,135.9,63.8944,0.0826,0.0664,15174.0,0.3349,0.0419,0.9744,0.023,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=64-layers_mp=2-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,175.6,74.3118,0.2278,0.1496,15174.0,0.373,0.0365,0.9248,0.0525,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=64-layers_mp=2-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,163.4,63.1493,0.3367,0.1799,42054.0,0.3898,0.0206,0.8814,0.0701,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=64-layers_mp=5-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,5.0
cpu,standard_gnn,ENZYMES,ginconv_paper,,,,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,116.3,45.4886,0.0272,0.0184,15174.0,0.3235,0.0517,0.9956,0.0046,,,,,,,,,tu_base-d=cpu-type=standard_gnn-dataset=ENZYMES-layer=ginconv_paper-h=64-layers_mp=2-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-step_size=50-step_gamma=0.5,2.0
