d,type,pos,dataset,layer,edges,k1,k2,h,batch_size,lr,batchnorm,act,dropout,gpool,scheduler,ss,sg,epoch,ckpt_epoch,ckpt_epoch_std,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,model_id
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,2,3,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,131.7,53.1301,0.0702,0.049,11527.0,0.634,0.0288,0.9734,0.0204,0.977,0.0171,0.9694,0.0247,0.9731,0.0207,0.9955,0.0047,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,2,3,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,158.2,90.1175,0.4271,0.0351,11527.0,0.9013,0.0322,0.8028,0.02,0.8177,0.0207,0.7788,0.0217,0.7978,0.021,0.8831,0.0211,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,2,3,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,133.2,52.1743,0.0933,0.0742,41479.0,1.4405,0.0272,0.9652,0.0312,0.9675,0.0277,0.9621,0.0362,0.9648,0.0319,0.9914,0.0112,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,2,3,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,193.0,163.0245,0.4131,0.0574,41479.0,2.0465,0.0622,0.8139,0.0321,0.827,0.03,0.793,0.0377,0.8096,0.0339,0.8906,0.0332,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,2,3,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,77.1,22.5497,0.0919,0.057,41479.0,0.7651,0.0332,0.967,0.0236,0.9697,0.02,0.9638,0.0282,0.9667,0.0241,0.9927,0.0101,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,2,3,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,155.9,120.7944,0.3412,0.0899,41479.0,0.8268,0.0232,0.8517,0.043,0.8607,0.0434,0.8385,0.045,0.8494,0.0441,0.923,0.0419,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=2-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,154.9,109.904,0.1632,0.0769,9251.0,1.7545,0.0807,0.9362,0.033,0.9392,0.0296,0.9326,0.0372,0.9358,0.0333,0.9801,0.0157,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,106.7,101.097,0.5279,0.0336,9251.0,1.6435,0.0411,0.7398,0.0213,0.7595,0.0222,0.7008,0.026,0.7289,0.0234,0.8175,0.0259,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,73.8,33.274,0.1806,0.0885,9251.0,0.7097,0.0322,0.9288,0.0392,0.9337,0.0366,0.9227,0.0439,0.9281,0.0401,0.9751,0.0221,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,121.8,64.9166,0.4678,0.0309,9251.0,0.8625,0.0228,0.7855,0.0168,0.7987,0.0158,0.7623,0.0264,0.78,0.0199,0.8607,0.0199,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,164.4,134.6166,0.1301,0.1312,32835.0,1.7464,0.0315,0.9488,0.0556,0.953,0.0508,0.9437,0.062,0.9483,0.0565,0.9791,0.0322,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,106.3,58.5048,0.455,0.0503,32835.0,1.962,0.077,0.791,0.0287,0.8053,0.028,0.7668,0.033,0.7856,0.0303,0.8677,0.0315,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,97.5,48.3968,0.0985,0.0931,32835.0,0.8471,0.0589,0.9621,0.0386,0.9647,0.0359,0.9591,0.0423,0.9618,0.039,0.9887,0.0187,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,1,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,102.3,50.6736,0.3967,0.0643,32835.0,0.8672,0.0372,0.8238,0.0303,0.8366,0.031,0.8046,0.0308,0.8202,0.0306,0.8999,0.033,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,152.4,87.2814,0.1597,0.0747,11525.0,1.3373,0.0169,0.9369,0.0347,0.9432,0.0325,0.9294,0.0388,0.9362,0.0355,0.9809,0.0161,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,100.2,83.1394,0.5357,0.0464,11525.0,1.452,0.0202,0.7351,0.0308,0.7502,0.0338,0.7043,0.0299,0.7265,0.0313,0.8098,0.0359,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,107.4,55.0785,0.1136,0.0909,11525.0,0.811,0.0275,0.9568,0.0381,0.9595,0.0352,0.9535,0.0424,0.9564,0.0387,0.987,0.0203,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,124.0,58.2237,0.4524,0.0348,11525.0,0.912,0.0451,0.7901,0.0199,0.8002,0.0186,0.7726,0.0272,0.7861,0.0217,0.8689,0.0213,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,165.0,76.2155,0.078,0.0668,41477.0,1.4118,0.0225,0.9701,0.0282,0.9718,0.0266,0.9682,0.0301,0.97,0.0283,0.9936,0.0091,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,167.0,218.1188,0.4723,0.0755,41477.0,1.9864,0.0474,0.7787,0.0431,0.7878,0.0404,0.7613,0.0508,0.7743,0.0454,0.8553,0.0475,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,118.0,77.8755,0.0681,0.0617,41477.0,0.662,0.0291,0.975,0.0237,0.9769,0.0218,0.973,0.0261,0.9749,0.0238,0.9947,0.0065,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,2,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,50.9,34.192,0.449,0.058,41477.0,0.6243,0.0229,0.7932,0.0335,0.802,0.037,0.7785,0.031,0.79,0.0336,0.87,0.0344,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=2-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,206.5,101.3689,0.1349,0.0728,13799.0,2.0539,0.0907,0.9469,0.0311,0.9494,0.0289,0.9438,0.0345,0.9466,0.0315,0.9858,0.0158,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,88.0,60.8243,0.5466,0.0414,13799.0,2.1122,0.046,0.7307,0.0245,0.7503,0.0287,0.691,0.0222,0.7194,0.0248,0.8039,0.0302,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,99.3,56.8965,0.1305,0.0837,13799.0,0.8688,0.0121,0.9476,0.0356,0.9507,0.0348,0.9439,0.0376,0.9473,0.0359,0.9854,0.0151,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,127.9,93.5494,0.4634,0.05,13799.0,0.9266,0.0507,0.781,0.0308,0.7916,0.0318,0.7623,0.0318,0.7766,0.0313,0.8602,0.0323,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,229.8,215.2193,0.1211,0.1105,50119.0,2.2766,0.1308,0.9522,0.0465,0.9563,0.0424,0.9473,0.0519,0.9517,0.0471,0.9836,0.0216,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,60.6,34.3022,0.519,0.0483,50119.0,1.9975,0.0468,0.7564,0.0278,0.7684,0.0294,0.7336,0.0262,0.7506,0.0275,0.8296,0.0318,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,85.9,44.6261,0.0984,0.0723,50119.0,0.7113,0.0206,0.9644,0.0277,0.9653,0.0252,0.9631,0.032,0.9642,0.0283,0.9908,0.0125,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,NCI1,ginconv_paper,False,3,3,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,100.3,68.4939,0.389,0.0799,50119.0,0.8782,0.0251,0.8262,0.0431,0.8342,0.0431,0.8138,0.0446,0.8238,0.0436,0.901,0.0403,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=NCI1-layer=ginconv_paper-edges=False-k1=3-k2=3-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,37.1,37.3241,0.5218,0.0389,3651.0,0.7058,0.2053,0.7537,0.0234,0.6953,0.0248,0.6928,0.0283,0.6939,0.0248,0.8199,0.0262,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,41.6,32.1969,0.5263,0.0286,3651.0,0.4792,0.0107,0.7533,0.0191,0.692,0.0218,0.698,0.0432,0.6944,0.0278,0.8167,0.0213,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,58.9,41.9033,0.465,0.0488,3651.0,0.3416,0.0247,0.7861,0.0234,0.7463,0.0258,0.7098,0.0691,0.7259,0.041,0.858,0.0287,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,123.5,198.6793,0.4821,0.0403,3651.0,0.5112,0.0251,0.7807,0.0214,0.7341,0.0252,0.7163,0.0418,0.7243,0.0262,0.8467,0.0249,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,69.8,88.5853,0.5044,0.0839,13443.0,0.5041,0.0147,0.7694,0.042,0.7126,0.0454,0.7183,0.0598,0.715,0.0502,0.8296,0.0477,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,48.5,61.5634,0.5219,0.0461,13443.0,0.5426,0.0189,0.7567,0.0208,0.7045,0.0239,0.682,0.0534,0.692,0.0343,0.8172,0.0315,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,64,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,46.5,44.4303,0.4939,0.0717,13443.0,0.3428,0.0071,0.7659,0.0363,0.7289,0.0349,0.6667,0.0971,0.6932,0.0619,0.8372,0.0428,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,1,64,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,46.9,41.5751,0.5069,0.05,13443.0,0.4558,0.0126,0.7664,0.0302,0.7283,0.0378,0.6751,0.0727,0.6982,0.044,0.8313,0.0327,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=1-h=64-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,2,32,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,49.6,25.6211,0.4995,0.0612,5925.0,0.769,0.0821,0.7723,0.026,0.7232,0.0284,0.7065,0.0477,0.7139,0.032,0.8418,0.0325,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,2,32,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,86.4,65.6402,0.4917,0.0522,5925.0,0.6035,0.0233,0.7698,0.0304,0.7182,0.0362,0.7067,0.0379,0.7122,0.0349,0.8367,0.0358,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,2,32,128,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,42.3,28.9622,0.4228,0.0838,5925.0,0.514,0.0436,0.804,0.0442,0.7561,0.0503,0.7537,0.0797,0.7543,0.0635,0.878,0.0501,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,2,32,128,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,57.4,45.8153,0.4598,0.0502,5925.0,0.4861,0.0148,0.7816,0.0258,0.7449,0.0274,0.6969,0.0654,0.7186,0.0399,0.8584,0.0308,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=32-batch_size=128-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,2,64,32,0.01,True,relu,0.0,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,60.0,46.6626,0.5035,0.1071,22085.0,0.5331,0.0135,0.7681,0.0502,0.7073,0.0585,0.7212,0.081,0.7136,0.0676,0.8363,0.0576,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.0-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
cuda,dilapos_gnn,False,PROTEINS,ginconv_paper,False,1,2,64,32,0.01,True,relu,0.5,concat_across_sum_of_layers,step_lr_epochs,50,0.5,val_best,37.2,29.6068,0.5276,0.0423,22085.0,0.5165,0.0115,0.7532,0.0205,0.6938,0.0258,0.6928,0.0371,0.693,0.0288,0.8176,0.0261,tu_base-d=cuda-type=dilapos_gnn-pos=False-dataset=PROTEINS-layer=ginconv_paper-edges=False-k1=1-k2=2-h=64-batch_size=32-lr=0.01-batchnorm=True-act=relu-dropout=0.5-gpool=concat_across_sum_of_layers-scheduler=step_lr_epochs-ss=50-sg=0.5
